"Department=[Amazon.de]","Search Term=[]","Enter ASINs or Products=[]","Reporting Range=[Monthly]","Viewing=[1/1/18 - 1/31/18]"
"Department","Search Term","Search Frequency Rank","#1 Clicked ASIN","#1 Product Title","#1 Click Share","#1 Conversion Share","#2 Clicked ASIN","#2 Product Title","#2 Click Share","#2 Conversion Share","#3 Clicked ASIN","#3 Product Title","#3 Click Share","#3 Conversion Share"
"Amazon.de","reisenthel",232,"B000K22T7A","Reisenthel carrybag black","14.96%","23.12%","B00IAO43PG","Reisenthel allrounder L dots","10.26%","7.04%","B01G84UDA8","Reisenthel Bavaria 2 Sporttasche, 18 L, Mehrfarbig","9.07%","3.99%"
"Amazon.de","kleiderschrank",233,"B00B3LW6LQ","Wimex 153453 Kleiderschrank, 4-türig mit zwei Schubkästen und zwei Spiegeltüren, Korpus, 180 x 198 x 58 cm, anthrazit","13.08%","12.63%","B006Z27T42","Wimex 050770 Schwebetürenschrank 135 x 198 x 64 cm, San Remo Eiche Nachbildung, Absetzungen alpinweiß","12.78%","7.37%","B012SL0382","Wimex 450547 Kleiderschrank 5-türig, Alpinweiß, Absetzungen, anthrazit","10.67%","7.37%"
"Amazon.de","psn guthaben",234,"B00GWUSG8U","PSN Card-Aufstockung | 20 EUR | PS4, PS3, PS Vita Playstation Network Download Code - deutsches Konto","33.70%","34.21%","B00OGU88KE","PSN Card-Aufstockung | 50 EUR | PS4, PS3, PS Vita Playstation Network Download Code - deutsches Konto","20.40%","23.00%","B00GWUSE1O","PSN Card-Aufstockung | 10 EUR | PS4, PS3, PS Vita Playstation Network Download Code - deutsches Konto","16.02%","16.64%"
"Amazon.de","luftbefeuchter",235,"B0779P33PX","Luftbefeuchter Ultraschall Baby TaoTronics, 2,3 L Befeuchter mit kaltem Nebel für Zimmer bis zu 30㎡, Leichter & Intensiver Nebel, Schlafmodus, ohne Filter und geräuscharm, BPA frei","24.29%","30.47%","B0749DND6N","Luftbefeuchter Ultraschall Humidifier TaoTronics 6L Geräuscharmer Befeuchter bis zu 60㎡ für Wohn- und Schlafzimmer, Warm und Kalt Dampf mit LED-Display, Nachtmodus, Automatische Abschaltung","18.59%","18.25%","B017DBB1S8","VicTsing Aroma Diffuser,300ml Luftbefeuchter Ultraschall Vernebler Raumbefeuchter Elektrisch Duftlampe Öle Diffusor mit 7 Farben LED,mehr als 30ml/h Feuchtigkeitsabgabe für Raum,Büro,Yoga,Spa,usw","11.01%","11.91%"
"Amazon.de","ikea",236,"B005ESACU6","IKEA Lack Beistelltisch Weiß, Holz, White, 45 x 55 x 55 cm","14.41%","12.73%","B00GMMAZ0K","IKEA 6-er Set Aufbewahrungsboxen Skubb sechs Kisten Regaleinsätze je 2 Stück in 3 versch. Größen - WEISS (6er-Set, weiß)","12.64%","12.73%","B076DNDT81","IKEA Deckelhalter Variera - Edelstahl","8.08%","12.73%"
"Amazon.de","pc",237,"B077XWXTBX","HP Compaq 6000 PRO SFF Desktop-PC (Intel Pentium Dual Core, 250GB HDD Festplatte, 4GB RAM, Windows 10 Home) Anthrazit (Zertifiziert und Generalüberholt)","32.52%","59.26%","B01H6CL8L4","HP 22-b050ng (X0Y27EA) 54,6 cm (21,5 Zoll / FHD IPS) All in One Desktop PC (AMD Quad-Core A6-7310 APU, 4GB RAM, 1 TB HDD, AMD Radeon R4-Grafikkarte, Windows 10 Home 64) weiß","12.55%","3.70%","B01JOADGKW","HP Slimline (260-a152ng) Desktop PC (AMD Quad-Core A6-7310 APU, 8 GB RAM, 1 TB HDD, AMD Radeon R4, Windows 10 Home 64) schwarz","6.08%","5.56%"
"Amazon.de","kostüm damen fasching",238,"B008BN7B0U","Boland 87773 - Erwachsenenkostüm Zigeunerin Nadya, Größe 36 / 38","11.07%","27.03%","B00BTPPR26","Leg Avenue 85087 - 5TL. Tödliches Ninja Kostüm, Größe S, schwarz, Damen Karneval Fasching","8.61%","6.08%","B002K1F80E","Rubie's 3 888239 - Supergirl Kostüm, Größe S","8.54%","5.41%"
"Amazon.de","bügeleisen",239,"B00M89TPZC","Philips Azur Performer GC3811/70 Dampfbügeleisen (2,400 W, 160g Dampfstoß, SteamGlide Plus Bügelsohle) grün/weiß","26.75%","35.23%","B004GUQ10I","Tefal FV4680 Dampfbügeleisen Ultragliss, 2.400 W, 120 g Dampfstoß, Durilium Bügelsohle, Türkisblau/Weiß","21.56%","19.86%","B01LZP3LHC","Philips Azur Performer Plus GC4527/00 Dampfbügeleisen (2600 Watt, 220g Dampfstoß, Abschaltautomatik, T-IonicGlide-Bügelsohle)","9.74%","8.25%"
"Amazon.de","uhr",240,"B000J34HN4","Casio Unisex Digital mit Resin Armbanduhr F91W1YER","27.41%","49.67%","B01MUDU6BU","Mpow Bluetooth 4,0 Fitness Armbänder mit Pulsmesser,Smart Fitness Tracker mit Herzfrequenzmesser, Schrittzähler, Schlaf-Monitor, Aktivitätstracker, Remote Shoot, Anrufen / SMS, finden Telefon für Android iOS Smartphone wie iPhone 7/7 Plus/6S/6/6 Plus, Huawei P9.","17.17%","13.24%","B000LAKYW8","Casio Unisex Digital mit Edelstahl Armbanduhr A168WA 1YES","7.60%","7.28%"
"Amazon.de","rucksack",241,"B005OTEHUG","Nike Rucksack Club Team, black/white, 45 x 35 x 22,5 cm, 37 Liter, BA5190-010","22.42%","24.88%","B01NCME808","Jack Wolfskin Perfect Day Rucksack","21.16%","26.08%","B004CCRUAK","Travelite Rucksack BASICS, schwarz (01), 30x41x20 cm, 22 Liter, 96245-01","7.81%","14.35%"
"Amazon.de","tischlampe",242,"B009SNO60K","WOFI Tischleuchte Cesena 1-flammig, grau, Ø ca. 14 cm, Höhe ca. 31 cm, Stoffschirm 832401500000","19.84%","26.38%","B000LOXQYC","Paulmann 77029 Table&Desk Pinja Tischleuchte max.1x40W E14 Chrom/Opal 230V Metall/Glas [Energieklasse A++]","13.02%","20.03%","B071RM1BVY","Reality Leuchten R50101032 Billy A++ to E, Tischleuchte, Metall, E14, schwarz matt / goldfarbig, 14 x 15 x 15 cm","10.77%","6.68%"
"Amazon.de","harry potter fanartikel",243,"B06WVGY6SM","Harry Potter &bdquo;Muggles&ldquo; Einzelbettw&auml;sche-Set mit gro&szlig;en Aufdruck","12.13%","9.41%","B00SGGOLF0","Trivial Pursuit: Das Harry Potter Quiz - Alles rund um die Filme","11.13%","16.55%","B01LWOC0BC","Hogwarts Tasse","10.80%","16.03%"
"Amazon.de","nähmaschine",244,"B0042WOX50","W6 Nähmaschine N 1615 Freiarm Super Nutzstich-Nähmaschine - 10 Jahre Garantie","40.36%","43.10%","B005DYM42A","W6 Nähmaschine N 1235/61 Freiarm Super Nutzstich-Nähmaschine mit 10 Jahren Garantie","8.32%","10.62%","B000N5PN36","Singer Mercury 8280 Nutznaht-Nähmaschine","8.29%","7.74%"
"Amazon.de","raclette",245,"B000JUF98Y","Severin RG 2341 Raclette-Partygrill mit Naturgrillstein (1500 W, 8 Pfännchen) schwarz","30.94%","43.78%","B001FRZLGA","ROMMELSBACHER RCC 1500 Raclette-Grill (extra langes Kabel (2m), Tischgrill für 8 Personen, gerippte Alu-Druckguss-Grillplatte, Xylan Plus Antihaftbeschichtung, Parkdeck, 1500 W) chrom","9.70%","3.78%","B007HMT43I","Severin RG 2343 Raclette (Partygrill mit Naturgrillstein) schwarz","6.84%","9.01%"
"Amazon.de","macbook pro",246,"B071WNV41G","Apple MacBook Pro 13, i5 2,3 GHz, 8 GB RAM, 128 GB SSD, space grau","33.48%","39.39%","B071JR3D7G","Apple MacBook Pro 13 Touch Bar, i5 3,1 GHz, 8 GB RAM, 256 GB SSD, space grau","21.21%","25.76%","B07213P46P","Apple MacBook Pro 15 Touch Bar, i7 2,8 GHz, 16 GB RAM, 256 GB SSD, space grau","6.77%","22.73%"
"Amazon.de","anker",247,"B01MTB55WH","Anker SoundCore 2 Bluetooth Lautsprecher mit Dual-Treiber besserem Bass, 24 St Spielzeit, 20 M Reichweite, IPX5 Wasserfest mit Eingebauten Mikrofon, Kabelloser Lautsprecher für iPhone, Samsung usw.(Schwarz)","20.85%","14.26%","B00WLI5E3M","Anker 24W 2-Port USB Ladegerät mit PowerIQ Technologie für iPhone, iPad, Samsung Galaxy, Nexus, HTC, Motorola, LG und weitere (Schwarz)","16.54%","26.87%","B00VJT3IUA","Anker PowerCore 20100mAh Externer Akku - kompakter als jemals zuvor - extrem hohe Kapazität 2-Port 4.8A Output Power Bank Ladegerät mit PowerIQ Technologie für iPhone, iPad, Samsung Galaxy und weitere (Schwarz/Matt)","12.99%","9.46%"
"Amazon.de","pc gehäuse",248,"B015J8R1FY","Sharkoon VG5-W PC-Gehäuse (Schnellverschlüsse, 3x 120-mm-LED-Lüfter vorinstalliert, USB 3.0) blau","19.43%","22.86%","B0747VXC9F","Sharkoon TG5 PC-Gehäuse (mit Seitenfenster und Frontblende aus gehärtetem Glas, 2x USB 3.0, 2x USB 2.0, 4x 120 mm LED-Lüfter) blau","16.96%","11.55%","B00N0W2RAG","Sharkoon VS4-S PC-Gehäuse (2x USB 2.0, ATX) schwarz","8.87%","13.86%"
"Amazon.de","calvin klein",249,"B00LATFR62","Calvin Klein Damen Bustier MODERN COTTON - BRALETTE","32.83%","41.57%","B00MHK1HR6","Calvin Klein Damen String MODERN COTTON - THONG","21.62%","25.10%","B00NLBC8JG","Calvin Klein Damen String CAROUSEL - THONG, 3er Pack","8.33%","5.49%"
"Amazon.de","logitech",250,"B019NFPE2G","Logitech G502 Gaming-Maus Proteus Spectrum (mit RBG-Anpassung und 11 programmierbaren Tasten)","12.69%","17.42%","B00CJ5FPUE","Logitech G430 Gaming Kopfhörer (Dolby 7.1 Surround Sound für PC ) blau","9.41%","9.55%","B00YR92T90","Logitech Z333 Multimedia Speakers - Lautsprecher für Home Entertainment (mit 80 Watt und Subwoofer) schwarz","7.39%","7.30%"
"Amazon.de","saugroboter",251,"B0182G4BO4","iRobot Roomba 605 Saugroboter (hohe Reinigungsleistung, für alle Böden, geeignet bei Tierhaaren) weiß","21.81%","18.68%","B00EY7F8N4","Dirt Devil Spider M607 Saugroboter (17 W, 0,27 l Staubbehältervolumen, 3 Programme) schwarz","21.74%","30.77%","B01E28OJSE","ECOVACS ROBOTICS DEEBOT SLIM Ultra-flacher Staubsaugerroboter(15 W, mit Direktabsaugung, optimiert für Tierhaare) weiß/hellgrün","14.06%","18.13%"
"Amazon.de","schleich",252,"B06X3S11YM","Schleich 42370 Mobile Tierärztin mit Hannoveraner Fohlen Spielzeug","10.51%","7.05%","B06VT4255G","Schleich 42386 - Farm Word Tier-Mix - Spielzeug","8.20%","7.47%","B00J80IY1U","Schleich 42138 - Spieleteppich Farm Life","6.33%","3.87%"
"Amazon.de","gleitgel",253,"B019I3ODO8","Durex Play Feel Gleitgel, wasserbasiert/ auf Wasserbasis, für gefühlsechtes Empfinden, 1er Pack (1 x 100 ml)","38.20%","44.49%","B01N0IO1IT","Durex Intense Orgasmic Gel, Stimulationsgel für die Frau, 1er Pack (1 x 10 ml)","8.96%","5.82%","B007NC8Z0A","Durex Perfect Glide, 1er Pack (1 x 50 ml)","7.23%","6.02%"
"Amazon.de","nintendo 3ds",254,"B003SE6TPA","Nintendo 3DS - Konsole, Aqua blau","27.69%","17.53%","B071NJBW3J","New Nintendo 2DS XL Schwarz + Türkis","14.26%","11.04%","B003SE6TPK","Nintendo 3DS - Konsole, Kosmos schwarz","13.83%","6.49%"
"Amazon.de","make up",255,"B00U84TQ2Q","Makeup Revolution Schimmert und Matt Hautfarben Ultra 32 Lidschatten Eyeshadows Flawless Palette","28.93%","24.72%","B013P9MKMI","L'Oréal Paris Foundation Perfect Match, deckendes Make Up perfekte Verschmelzung mit dem Hautton & 24h Feuchtigkeit, 1er Pack","21.87%","24.91%","B007L0FUCK","Briconti Schminkkoffer Everybody's Darling, 1er Pack","14.87%","8.36%"
"Amazon.de","spiele",256,"B0038JKO38","KLUGSCHEISSER - das ultimative Spiel für alle, die auf (fast) alles eine Antwort haben...","9.90%","5.88%","B019YZ6N3Y","KOSMOS Spiele 740382 - Kartenspiel Halt mal kurz","6.75%","6.79%","B01GVGHH5W","KOSMOS Spiele 692681 - Exit - Das Spiel, Die verlassene Hütte, Kennerspiel des Jahres 2017","5.16%","4.37%"
"Amazon.de","apple tv",257,"B008ATNJ9C","Apple MC414Z/A AirPort Express Basisstation (802.11a/b/g/n)","61.30%","27.46%","B01ETRIS3K","Fire TV Stick mit Alexa-Sprachfernbedienung","9.29%","44.37%","B06XTVS1D4","Das neue Fire TV mit 4K Ultra HD und Alexa-Sprachfernbedienung (Version 2017, Anhängerform)","6.44%","9.86%"
"Amazon.de","radiowecker",258,"B01BP0O0JU","Philips AJ2000 Radiowecker (Digital UKW, 2x Weckzeiten, Sleep-Timer) weiß","18.09%","10.61%","B00QK8S8N2","AEG MRC 4142 Uhrenradio  Einschlafautomatik, 24 Stunden-LED-Anzeige","11.35%","21.55%","B01DQYX9OA","Karcher UR 1030 Uhrenradio (PLL-Radio, dimmbares Display, Dual-Alarm) schwarz","7.68%","11.71%"
"Amazon.de","casio",259,"B000J34HN4","Casio Unisex Digital mit Resin Armbanduhr F91W1YER","21.75%","40.60%","B000LAKYW8","Casio Unisex Digital mit Edelstahl Armbanduhr A168WA 1YES","11.33%","13.43%","B002LAS086","Casio Unisex Digital mit Edelstahl Armbanduhr A168WG 9EF","8.33%","5.48%"
"Amazon.de","nintendo switch konsole",260,"B01N5OPMJW","Nintendo Switch Konsole Neon-Rot/Neon-Blau","67.55%","63.54%","B01M6ZGICT","Nintendo Switch Konsole Grau","21.74%","31.11%","B075LSK284","Nintendo Switch Konsole Rot + Mario Odyssey","3.19%","1.31%"
"Amazon.de","smart home",261,"B0152WXI0E","Philips Hue White E27 LED Lampe Erweiterung, dimmbar, warmweißes Licht, steuerbar via App, kompatibel mit Amazon Alexa (Echo, Echo Dot)","16.96%","26.67%","B074PZLX2P","Osram Smart + Plug Schaltbare Steckdose als Schnittstelle für die Erweiterung Ihres Smart Home Systems, Plastik, grau","14.13%","25.33%","B01M0GTY4M","tado° Smartes Heizkörper-Thermostat Starter Kit für Wohnungen mit Heizkörper-Thermostaten - intelligente Heizungssteuerung per Smartphone","10.96%","1.33%"
"Amazon.de","polaroid kamera",262,"B06Y62H8YR","Fujifilm Instax Mini 9 Kamera smoky weiß","28.53%","31.94%","B06Y698TWW","Fujifilm Instax Mini 9 Kamera flamingo rosa","16.45%","19.21%","B075H66KTT","Polaroid Originals OneStep 2 Kamera weiß","15.20%","8.33%"
"Amazon.de","wii u",263,"B0090LFL0E","Nintendo Wii U - Konsole, Premium Pack, 32 GB, schwarz mit Nintendo Land","35.31%","12.62%","B00PJMWTLC","Nintendo Wii U Premium Pack schwarz, 32GB inkl. Mario Kart 8 (vorinstalliert)","24.98%","23.30%","B004ZKI7EM","Nintendo Wii U - Konsole, Basic Pack, 8 GB, weiß","10.15%","3.88%"
"Amazon.de","kostüm",264,"B003BREXKC","Smiffys, Damen Sexy Armee Girl Kostüm, Kurzoverall, Gürtel und Mütze, Größe: S, 28864","21.35%","16.36%","B019MPAEJ0","Widmann 98875 - Erwachsenenkostüm 80er Jahre Anzug, Mehrfarbig(blau / lila / rosa),XXL","16.37%","27.27%","B00VVK9SHO","Kostüme ... Fasching Verkleidung Breakfast SPIEGELEI und SPECK Das Pärchen Kostüm","6.22%","3.64%"
"Amazon.de","lautsprecher boxen",265,"B00YR92T90","Logitech Z333 Multimedia Speakers - Lautsprecher für Home Entertainment (mit 80 Watt und Subwoofer) schwarz","12.53%","8.88%","B01MSYQWNY","JBL FLIP 4 (Ein voll ausgestatteter, wasserdichter und mobiler Bluetooth-Lautsprecher mit überraschend kraftvollem Sound) schwarz","12.36%","11.17%","B00544XKK4","Logitech Z120 Notebook-Lautsprecher 2.0 (mit 3,5 mm USB-Stromversorgung) schwarz/silver","8.01%","16.62%"
"Amazon.de","pokemon",266,"B078GN4MN5","Pokémon Kristall-Edition - [Nintendo 3DS]","18.73%","16.75%","B073WFDDTX","Pokemon Pokémon Company International 25962 - PKM Grandiras-GX Box De","17.81%","9.15%","B072R2S2PR","Pokémon Ultramond - [Nintendo 3DS]","9.40%","7.99%"
"Amazon.de","iphone 8 hülle",267,"B01J1L5P6C","mumbi Schutzhülle für iPhone 8 / iPhone 7 Hülle","80.46%","3.80%","B0756CMNQ3","iPhone 8 Hülle, SUPCASE [Unicorn Beetle Style] Premium Handyhülle Hybrid Transparent Schutzhülle Kratzfest Schale Cover (Kompatibel mit Apple iPhone 7 / iPhone 8) (Schwarz)","12.09%","74.36%","B010U7ACHI","Anker PowerPort Wireless Charger wireless Ladegerät Induktive Ladestation für Samsung Galaxy S8 / S8 Plus / S8+ /S7 / S7 Edge / S6 / S6 Edge, Nexus 7/6, HTC 8X, LG G3 usw.","1.52%","3.45%"
"Amazon.de","spardose",268,"B00CRL0U4G","Spardose 'Wunscherfüller'","22.57%","26.41%","B00BBU4MXY","Sparschwein aus Keramik zum Beschriften Tafellack mit Kreide 17,5cm","14.26%","16.25%","B00IVVYBPU","Nostalgic-Art 31003 Volkswagen - VW Bulli - Let's Get Lost, Spardose","9.50%","12.66%"
"Amazon.de","couchtisch",269,"B00MPNAKVE","trendteam Couchtisch Wohnzimmertisch Universal, 110 x 47 x 65 cm in Nussbaum Satin Dekor mit Ablageboden","24.15%","48.08%","B01NAGT45H","Funktionscouchtisch Ben, Dekor Betonoptik, 78 x 78 x 34 cm, 360° drehbar  Apollo","14.80%","6.73%","B073JBM4G9","NEWFACE Brady Couchtisch mit Ablage, Holz, beton, 120 x 71 x 45 cm","11.02%","12.50%"
"Amazon.de","rasierer",270,"B01B1NVCEC","Philips OneBlade, Trimmen, Stylen, Rasieren / 4 Trimmeraufsätze, 1 Ersatzklinge QP2530/30","21.57%","16.49%","B000OS72Y0","Remington MB320C Bartschneider-Set","12.04%","17.79%","B00WW8BVHO","Braun Series 3 ProSkin Elektrorasierer Herren 3040s, blau","11.70%","10.84%"
"Amazon.de","familienplaner 2018",271,3866793537,"FamilienPlaner 2018 23x42cm, 5 Spalten, Wandkalender 12 Monate Jan-Dez 2018 - Wandplaner, Familienkalender, Ferientermine, viele Zusatzinfos","20.14%","22.34%",3840149940,"Helme Heine Familienplaner - Kalender 2018","9.99%","12.12%",3731825600,"XL Familienplaner 2018: Familienkalender mit 6 breiten Spalten. Hochwertiger Familientimer mit Ferienterminen, extra Spalte, Vorschau bis März 2019 und nützlichen Zusatzinformationen.","7.44%","8.71%"
"Amazon.de","thermobecher",272,"B008TLGIA8","Emsa 513361 Isolierbecher, Mobil genießen, Quick Press Verschluss, Travel Mug, 360 ml, schwarz","38.19%","43.86%","B00VE3I2UW","Emsa 515615 Isolierbecher (Mobil genießen, 500 ml, Quick Press Verschluss, Travel Mug Grande) schwarz","15.60%","22.20%","B0185QDOWQ","Contigo Thermobecher West Loop, Gunmetal matte transparent, 1000-0579","9.31%","5.93%"
"Amazon.de","gigaset",273,"B00EHMDCTS","Gigaset C430A Duo Telefon - Schnurlostelefon / 2 Mobilteile - mit TFT-Farbdisplay / Dect-Telefon - mit Anrufbeantworter / Freisprechfunktion - Analog Telefon - Schwarz","17.45%","17.88%","B00EDQ4IMS","Gigaset A415 Telefon - Schnurlostelefon / Mobilteil mit Grafik Display - Dect-Telefon mit Freisprechfunktion - Analog Telefon - Schwarz","11.53%","21.09%","B00GJXNA9A","Gigaset C430A Trio Telefon - Schnurlostelefon / 3 Mobilteile - TFT-Farbdisplay / Dect-Telefon - mit Anrufbeantworter / Freisprechfunktion - Analog Telefon - Schwarz","7.37%","9.45%"
"Amazon.de","iphone 8 plus",274,"B075LZ4VQW","Apple MQ8L2ZD/A iPhone 8 Plus 13,94 cm (5,5 Zoll), (64GB, 12MP Kamera, Auflösung 1920 x 1080 Pixel) Space Grau","51.54%","43.79%","B075M4QCKW","Apple MQ8M2ZD/A iPhone 8 Plus 13,94 cm (5,5 Zoll), (64GB, 12MP Kamera, Auflösung 1920 x 1080 Pixel) Silber","17.65%","21.57%","B075LW8Z5R","Apple MQ8N2ZD/A iPhone 8 Plus 13,94 cm (5,5 Zoll), (64GB, 12MP Kamera, Auflösung 1920 x 1080 Pixel) Gold","17.13%","17.65%"
"Amazon.de","wickeltasche",275,"B005M0ITOM","Babymoov Wickeltasche Baby Chic","31.31%","33.62%","B006G794E4","Lässig LNB601 Wickeltasche Green Label Neckline Bag, black mélange","16.06%","13.19%","B016TRKK16","Lässig Wickeltasche Green Label Mix'n Match Bag mit mehreren verstellbaren Schultergurten inkl. Wickelzubehör, light grey","6.86%","5.96%"
"Amazon.de","mikrofon",276,"B00XOXRTX6","Neewer® nw-700 Professional Studio Rundfunk Aufnahme Kondensator Mikrofon & nw-35 verstellbar Aufnahme Mikrofon Federung Scissor Arm Ständer mit Shock Mount und Montage Klemme Kit","43.50%","33.86%","B00AE4T0Q2","Auna MIC-900B USB Kondensator Mikrofon für Studio-Aufnahmen inkl. Spinne (16mm Kapsel, Nierencharakteristik, 320Hz - 18KHz) schwarz","18.43%","10.89%","B00KQPGRRE","Rode NTUSB Studioqualität USB-Kondensatormikrofon mit Tischstativ und Popschutz","6.65%","3.96%"
"Amazon.de","s8",277,"B06XJ49G5B","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) midnight black","73.23%","70.97%","B06XJ65K58","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) arctic silver","8.31%","12.39%","B06XJ6BTYT","Samsung Galaxy S8+ Smartphone (6,2 Zoll (15,8 cm) Touch-Display, 64GB interner Speicher, Android OS) midnight black","7.26%","3.74%"
"Amazon.de","indianer kostüm damen",278,"B001CVI3O6","Leg Avenue 85398 - Native Princess Damen kostüm, Größe M/L (EUR 38-40), Karneval Fasching","53.35%","61.43%","B00AZGN7AO","Authentische Western Kollektion Indianerin Kostüm Beige mit Kleid und Umsäumung, Small","12.59%","11.43%","B008OI6BN0","Atosa 10227 - Verkleidung Indianerin, Größe 34-36, braun","5.49%","1.22%"
"Amazon.de","sofa",279,"B00JQ5XPIE","B-famous Houston-2-Pur Polsterecke, Schenkelmaß 226 x 160 cm, Materialmix Kunstleder-Struktur, weiß/grau","20.26%","10.34%","B00649COM8","Intex Aufblasmöbel Ausziehbares Sofa Pull-Out Sofa, Schwarz und dunkelgrün, 193x221x66 cm","16.01%","31.03%","B00S0E2EVG","Zoco Sofa Überwurf Chaise Longue 240 cm. links Frontalsicht - Fb. 26-grau","13.44%","3.45%"
"Amazon.de","ipad pro",280,"B071G59J16","Apple MQDT2FD/A 26,67 cm (10,5 Zoll) Tablet-PC (AMD A10 A10X Fusion, 4GB RAM, Mac OS X) spacegrau","36.72%","42.99%","B016N6CUI4","Apple iPad Pro ML0N2FD/A 32,8 cm (12,9 Zoll) Tablet PC (Wi-Fi, 4GB RAM, 128GB HDD, Apple iOS, Touchscreen) spacegrau","24.59%","17.76%","B01DHDWMZW","Apple  iPad Pro MLMN2FD/A 24,63 cm (9,7 Zoll) Retina Display (A9X, 32GB,  iOS 10) Grau","11.33%","3.74%"
"Amazon.de","sporttasche",281,"B007LACD2A","Nike Tasche Club Team Duffel, black/white, 40 x 23 x 27 cm, 43 Liter, BA5194-010","22.10%","24.27%","B00OG4NH06","Puma Unisex Sporttasche Pro Training One Size (L 61 x W 31 x H 29 cm) 47 liter, Mehrfarbig (Black/White), 072938 01","14.37%","18.18%","B073RJC87Y","PUMA Pro Training Small Bag Sporttasche, Puma Black-Fiery Coral, 44.5 x 24.5 x 3 cm","11.10%","8.15%"
"Amazon.de","iphone se hülle",282,"B01D90RB1S","mumbi UltraSlim Hülle für iPhone SE 5 5S  Schutzhülle transparent (Ultra Slim - 0.55 mm)","57.56%","16.63%","B00PHV9TOK","mumbi TPU Silikon Schutzhülle iPhone SE 5S 5 Hülle in schwarz","13.41%","5.05%","B00PHV6C40","mumbi DUAL TPU Hardcase Hülle für iPhone SE 5 5S Schutzhülle (harte Rückseite) schwarz","8.07%","0.00%"
"Amazon.de","drohne",283,"B013J39S0M","DJI Phantom 3 Standard","23.65%","2.38%","B01K4U4O9S","Parrot Bebop 2 FPV Drohne im Set mit Skycontroller und FPV-Brille weiß","19.77%","9.52%","B06Y2JRXB1","DROCON Bürstenlose Drohne Quadrocopter Bugs 3 (Action Kamera Halterung, Langer Steuerabstand)blau","6.15%","16.67%"
"Amazon.de","pc spiele",284,"B006J360M4","Rotlicht Simulator","14.46%","8.33%","B00DVQ02TO","Stronghold Kingdoms [Game Connect]","8.64%","5.95%","B00CO0IAAG","Das große Simulations Paket (Jubiläumsausgabe)","8.35%","1.19%"
"Amazon.de","wickelauflage",285,"B00GSVEMRM","Julius Zöllner Wickelauflageauflage Softy, 75x85 cm, Kleine Eulen rosa","24.87%","32.41%","B00TV6NNA8","roba Wickelauflage Little Stars, 85 x 75 cm, weiche Wickelunterlage, Baby Wickeltischauflage PU beschichtet","14.35%","12.18%","B015QEJMAS","Julius Zöllner Häschen und Eule Softy Folie Wickelauflage 2220126130, weiß, 75 cm tief x 85 cm breit","10.23%","11.82%"
"Amazon.de","fitness",286,3742304240,"Fit durchs Jahr mit Sophia: Wochenkalender 2018","14.20%","10.34%","B01MUDU6BU","Mpow Bluetooth 4,0 Fitness Armbänder mit Pulsmesser,Smart Fitness Tracker mit Herzfrequenzmesser, Schrittzähler, Schlaf-Monitor, Aktivitätstracker, Remote Shoot, Anrufen / SMS, finden Telefon für Android iOS Smartphone wie iPhone 7/7 Plus/6S/6/6 Plus, Huawei P9.","13.98%","10.34%","B006URSW4I","Ultrasport AB Roller Bauchtrainer, Bauchmuskeltrainer, Muskelaufbau und Abnehmen an Bauch Beine Po – Bauchroller inklusive Knieauflage und Trainingsanleitung, Grün","11.18%","21.46%"
"Amazon.de","alexa zubehör",287,"B0152WXI0E","Philips Hue White E27 LED Lampe Erweiterung, dimmbar, warmweißes Licht, steuerbar via App, kompatibel mit Amazon Alexa (Echo, Echo Dot)","27.84%","39.04%","B06W586CDZ","TP-Link HS100(EU) intelligente WLAN Steckdose (funktioniert mit Amazon Alexa [Echo, Echo Dot] und Google Home, mit App Steuerung überall und zu jeder Zeit)","10.68%","16.44%","B00ZQG6OTO","Homematic IP Heizkörperthermostat, 140280","9.97%","8.22%"
"Amazon.de","sims 4",288,"B00KPY3KV2","Die Sims 4","45.27%","46.86%","B01GDQYOGU","Die Sims 4 Bundle Pack 3","12.90%","7.98%","B0752ZJKZP","Die Sims 4: Hunde & Katzen (Code in der Box) - [PC]","10.31%","4.84%"
"Amazon.de","piratenkostüm damen",289,"B003CJ10S2","Matrosen-Zuckerpuppe Kostüm Oberteil Rock Leggings Kopftuch Gürtel und Überstiefel, Small","16.03%","18.97%","B00AZGDLC8","Smiffys, Damen Hochsee Piratin Kostüm, Kleid, Hose und Bandelier, Größe: M, 26225","15.53%","17.23%","B004MNPKL0","Fever, Damen Säbelrassler Kostüm, Kleid mit angebrachter Jacke und Hut, Größe: S, 27072","13.18%","10.44%"
"Amazon.de","smart watch herren",290,"B0055BWXF4","Fossil Herren Armbanduhr Machine mit braunem Lederband & großem, schwarzem Ziffernblatt / Armbanduhr mit Datumsanzeige & wechselbarem Lederarmband - im zeitlosen Industrial-Look","15.45%","18.18%","B074GKP4RT","Fossil Herren Smartwatch Q Explorist 3. Generation - Edelstahl - Grau / Eindrucksvolle Smartwatch mit praktischen Funktionen / Für Android & iOS","13.90%","4.55%","B01LF0T540","Samsung Gear S3 classic (3,3 cm (1,3 Zoll) Display, NFC, Bluetooth, WLAN, Tizen OS), mit Echtleder-Armband","12.71%","13.64%"
