"Abteilung=[Amazon.de]","Suchbegriff=[]","ASINs oder Produkte eingeben=[]","Auswertungsbereich=[Monatlich]"," Wird angezeigt=[01.11.18 - 30.11.18]"
"Abteilung","Suchbegriff","Suchfrequenz-Rang ","#1 der angeklickten ASINs","Produkttitel #1","Klickrate #1","Umsatzrate #1","#2 der angeklickten ASINs","Produkttitel #2","Klickrate #2","Umsatzrate #2","#3 der angeklickten ASINs","Produkttitel #3","Klickrate #3","Umsatzrate #3"
"Amazon.de","ps4 spiele",12,"B01M6Y1Y4A","Red Dead Redemption 2 [PlayStation 4]","10,84%","10,72%","B07DMBYTNG","Assassin's Creed Odyssey - Standard Edition - [PlayStation 4]","6,14%","9,66%","B07BZ8SZ51","Spyro Reignited Trilogy - [PlayStation 4]","4,66%","6,99%"
"Amazon.de","tablet",13,"B01M3015CT","Fire HD 10-Tablet mit Alexa Hands-free, 25,65 cm (10,1 Zoll) 1080p Full HD-Display, 32 GB, schwarz, mit Spezialangeboten","15,26%","22,41%","B07889GC3S","Samsung Galaxy Tab A T580 25,54 cm (10,1 Zoll) Tablet-PC (1,6 GHz Octa-Core, 2GB RAM, 32GB eMMC, Wifi, Android 6.0) schwarz","12,53%","10,30%","B01J90P010","Fire 7-Tablet mit Alexa, 17,7 cm (7 Zoll) Display, 8 GB (Schwarz), mit Spezialangeboten","8,25%","11,61%"
"Amazon.de","fernseher",14,"B07CZ1YWVG","Dyon Enter 32 Pro-X 80 cm (32 Zoll) Fernseher (Triple Tuner) [Energieklasse A+]","12,80%","16,84%","B0764HFT57","DYON Enter 40 Pro-X 101,6 cm (40 Zoll) Fernseher (Full-HD, Triple Tuner, DVB-T2 H.265 /HEVC)","5,31%","5,76%","B075R48B14","Dyon Live 22 Pro 54,6 cm (21,5 Zoll) Fernseher (Full-HD, Triple Tuner, DVB-T2 H.265 /HEVC)","5,23%","8,51%"
"Amazon.de","alexa",15,"B06ZXQV6P8","Amazon Echo (2. Gen.), Intelligenter Lautsprecher mit Alexa, Anthrazit Stoff","27,27%","30,04%","B0792HCFTG","Das neue Echo Dot (3. Gen.) Intelligenter Lautsprecher mit Alexa, Anthrazit Stoff","24,57%","32,38%","B01DFKBG54","Amazon Echo Dot (2. Gen.) Intelligenter Lautsprecher mit Alexa, Schwarz","9,65%","9,07%"
"Amazon.de","lego technik",16,"B0792RDN2Z","LEGO Technic Geländegängiger Kranwagen (42082), Bauspielzeug","10,10%","5,51%","B01J41LWFW","LEGO Technic 42065 - Ferngesteuerter Tracked Racer","9,46%","11,36%","B0792RB3B6","LEGO Technic Bugatti Chiron (42083), Automodell","6,44%","1,99%"
"Amazon.de","playmobil",17,"B07B52R3C5","PLAYMOBIL 9482 Spielzeug-Großer Kirmes Spaß","8,39%","9,03%","B00IF1VVFO","Playmobil 5568 - Kinderspielplatz","7,21%","9,76%","B06W5XHWVT","Playmobil 9266 - Modernes Wohnhaus","5,44%","2,76%"
"Amazon.de","kaffeevollautomat",18,"B00400OMU0","De’Longhi Magnifica S ECAM 22.110.B Kaffeevollautomat | Direktwahltasten und Drehregler | Milchaufschäumdüse | leises Kegelmahlwerk 13 Stufen | Herausnehmbare Brühgruppe | 2-Tassen-Funktion | schwarz","19,79%","23,11%","B00INSX904","Krups EA8108 Kaffeevollautomat (1450 Watt, 1,8 Liter Wassertank, CappuccinoPlus-Düse, 2-Tassen-Funktion, 15 bar) schwarz","14,84%","21,12%","B074QGDYVB","Siemens EQ.6 Plus s300 TE653501DE Kaffeevollautomat (1500 Watt, Keramik-mahlwerk, Touch-Sensor-Direktwahltasten, personalisiertes Getränk) silber","8,78%","4,78%"
"Amazon.de","adventskalender männer",19,"B0747WXNPT","Niederegger Adventskalender Männersache, 1er Pack (1 x 300 g)","11,18%","11,02%","B07B16NS86","FRANZIS Ein Mann, 24 Türchen: Der Adventskalender für den Mann im Haus | Ab 14 Jahren","10,43%","8,61%","B079ZSVMQF","FRANZIS Elektronik-Retro-Spiele-Adventskalender 2018 | 24 Spiele der 70er und 80er zum Selberbauen | Jeden Tag ein neuer Bastelspaß | Ab 14 Jahren","9,20%","9,77%"
"Amazon.de","winterjacke damen",20,"B01LY3AJG5","Marikoo Damen Winter Jacke Parka Winterjacke Teddyfell gefüttert B376","7,08%","7,32%","B07FJYWFJG","ONLY Damen Parka Onliris Aw Cc OTW","6,42%","6,78%","B07H7K6MD5","EightyFive Damen Jacke Parka Mantel Winterjacke Kunstfell Kapuze Warm Gefüttert Schwarz Khaki Rot Pink Creme EF1828-05","5,73%","3,31%"
"Amazon.de","adventskalender kinder",21,"B076MPKQBF","Hot Wheels FKF95 Adventskalender 2018 mit 8 Spielzeugautos und 16 Zubehörteilen, Spielzeug ab 3 Jahren","9,38%","9,85%",3473443883,"Wieso? Weshalb? Warum? Adventskalender (Wieso? Weshalb? Warum? Ravensburger Minis)","5,68%","5,56%","B079591VHN","KOSMOS 630997 - Die drei ??? Adventskalender","4,59%","4,14%"
"Amazon.de","smartwatch",22,"B01G8K3P7K","YAMAY Bluetooth Smartwatch Fitness Uhr Intelligente Armbanduhr Fitness Tracker Smart Watch Sport Uhr mit Kamera Schrittzähler Schlaftracker Romte Capture Kompatibel mit Android Smartphone","15,08%","17,38%","B01LF0T51I","Samsung SM-R760NDAADBT Gear S3 frontier Smartwatch (3,3 cm (1,3 Zoll) Display, NFC, Bluetooth, WLAN, Tizen OS, mit Silikon-Armband)","9,19%","8,89%","B0793RKKWL","Evershop Bluetooth Smart Watch-1,5 Zoll IPS Round Touch Screen Smartwatch mit SIM-Karte und TF Card Slot mit Schlaf-Monitor, Pulsmesser für IOS und Android(Schwarz)","7,03%","3,44%"
"Amazon.de","adventskalender frauen",23,"B07GVVJCBP","essie Adventskalender 2018","12,04%","11,56%","B06Y5LZSMP","Shopping Queen Beauty-Adventskalender - exklusiver Kalender für alle Fans der VOX Styling-Doku Shopping Queen","7,44%","7,32%","B00OKDAS6E","English Tea Shop - Tee AdventskalenderPink Christmas, 24 einzelne Boxen mit würzigen BIO-Tees in hochwertigen Pyramiden-Teebeutel","5,46%","9,90%"
"Amazon.de","playstation 4",24,"B07HHPX4N1","PlayStation 4  - Konsole (500GB, schwarz, slim, F-Chassis) inkl. 2 DualShock 4 Controller","29,22%","28,48%","B07KBCWXK6","PlayStation 4 - Konsole (500GB, schwarz, slim, F-Chassis) inkl. 2 DualShock 4 Controller + Marvel’s Spider-Man - Standard Edition - [PlayStation 4]","9,84%","2,37%","B07GK6L6XS","PlayStation 4 - Konsole (1TB, schwarz, slim) inkl. FIFA 19 + 2 DualShock Controller","9,67%","18,94%"
"Amazon.de","adventskalender 2018",25,"B07HXHYYZX","Amazon Surprise Adventskalender 2018","10,18%","10,71%","B07GRYKF1G","Amazon Beauty Adventskalender 2018 (1 Stück)","9,62%","10,03%","B07DFKCQXB","Amazon Surprise Feel more love Erotischer Adventskalender 2018 - Für Paare","4,78%","3,62%"
"Amazon.de","paw patrol",26,"B06XJ2XLMY","Paw Patrol 6040102&nbsp;Spielzeugturm, UK Version","10,88%","8,20%","B0758ZH19H","Paw Patrol - Staffel 3, Teil 1 [dt./OV]","7,64%","0,93%","B01H0VJCNM","Paw Patrol - Staffel 2 [dt./OV]","6,45%","0,62%"
"Amazon.de","nintendo switch spiele",27,"B07DPZ1WQ9","Super Mario Party - [Nintendo Switch]","9,57%","13,49%","B07DF2CMP4","Pokémon: Let´s Go, Pikachu! - [Nintendo Switch]","8,00%","10,49%","B01N4ND0F9","Mario Kart 8 Deluxe [Nintendo Switch]","7,49%","11,30%"
"Amazon.de","winterjacke herren",28,"B075TF9LSG","Herren Warme Winterjacke Parka Jacke mit Fell Wintermantel mit Kapuze Übergangsjacke Gefütterte Winterparka","8,85%","7,63%","B07CVQ9M3K","THE NORTH FACE Herren Evolve Ii Tri Jacket Doppeljacke","8,16%","5,55%","B07B9N4WPB","Urban Classics Herren Daunenjacke Winterjacke Hooded Puffer Jacket, Steppjacke gefüttert mit Kapuze","6,71%","6,67%"
"Amazon.de","weihnachtsgeschenke",29,3848513765,"100 Dinge, die jedes Paar einmal tun sollte","6,91%","7,69%","B0038JKO38","KLUGSCHEISSER - das ultimative Spiel für alle, die auf (fast) alles eine Antwort haben...","6,66%","6,20%","B072MHM7JK","Mia ♥ Mio - Kaffeetassen/Küssende Tassen Set aus Keramik (Grau)","6,42%","6,42%"
"Amazon.de","wasserkocher",30,"B0019QLTMW","Philips HD4646/20  Serie Wasserkocher (1,5 Liter, 2400 Watt, Anti-Kalk), Silber/Schwarz","12,40%","18,36%","B01CUECKYC","Aigostar Adam 30GOM - Glas Wasserkocher mit LED-Beleuchtung, 2200 Watt, 1,7 Liter, Trockenlaufschutz, BPA frei.","10,38%","11,60%","B009I4A1TE","WMF STELIO Wasserkocher, 1,2 l, 2400 W, Wasserstandsanzeige beleuchtet, Kalk Wasserfilter, cromargan matt/silber","9,10%","9,72%"
"Amazon.de","staubsauger",31,"B01MTF06KN","Philips beutelloser Staubsauger PowerPro Compact (AAA-Energie-Label, 650 W, 1,5 L Staubvolumen, integrierte Bürste, weiß) FC9332/09","18,12%","25,14%","B007MP7OP0","Siemens Q5.0 extreme Silence Power Bodenstaubsauger VSQ5X1230, sehr niedriger Stromverbrauch, 4L Beutelvolumen, extrem leise, Hygienefilter, 850 Watt, schwarz","8,78%","8,49%","B07C3N686Y","AmazonBasics Bodenstaubsauger mit Beutel, 1,5L, leistungsstarker Motor","7,94%","11,19%"
"Amazon.de","möbel",32,"B0791K2VF9","Bodenpranger Fickmaschine Dildostange BDSM Dildo Möbel Mit Fesseln","44,77%","17,50%","B01EFLHRQ4","Möbel Anrichte Sideboard Kommode Stil 3 Türen 3 Schubladen gebeizt gewachst","8,38%","7,50%","B004BX9012","MAJA-Möbel 1898 8831 TV-Rack, Buche-Nachbildung, Abmessungen BxHxT: 80 x 54,5 x 40 cm","7,87%","0,00%"
"Amazon.de","switch",33,"B01N5OPMJW","Nintendo Switch Konsole Neon-Rot/Neon-Blau","24,32%","4,83%","B06XZTWTYH","Nintendo Switch Pokémon: Let’s Go, Pikachu! Bundle","12,97%","5,41%","B01M6ZGICT","Nintendo Switch Konsole Grau","10,75%","2,10%"
"Amazon.de","ps4 controller",34,"B01GVQUX3U","PlayStation 4 - DualShock 4 Wireless Controller (schwarz)","33,06%","51,40%","B01MQTRR0D","PlayStation 4 - DualShock 4 Wireless Controller, camouflage (2016)","5,38%","6,81%","B079FGSYV4","PlayStation 4 - DualShock 4 Wireless Controller, Steel Black (2018)","4,75%","5,70%"
"Amazon.de","smartphone",35,"B07BHDC9V6","HUAWEI P20 lite Smartphone (14.83 cm (5.84 Zoll), 64GB interner Speicher, 4GB RAM, 16 MP Plus 2 MP Kamera, Android 8.0, EMUI 8.0) Schwarz","8,76%","4,25%","B07DXJYYDN","Cubot J3 Dual-SIM Smartphone (12,63 cm (5 Zoll) Full-Wide VGA TN Touch-Display,16GB interner Speicher, Android 8.1 Oreo(Go Edition) Handy Ohne Vertrag, Face ID, GPS/A-GPS) (Schwarz)","7,32%","10,24%","B0725WZK1N","Samsung Galaxy J5 DUOS Smartphone (13,18 cm (5,2 Zoll) Touch-Display, 16 GB Speicher, Android 7.0) schwarz","4,71%","5,84%"
"Amazon.de","philips hue",36,"B0748MY3RX","Philips Hue White und Color Ambiance E27 LED Lampe Starter Set, drei Lampen","12,37%","10,15%","B0148NMVQA","Philips Hue LightStrip+ Basis Set (ohne Bridge), 2m, flexibel erweiterbar, dimmbar, bis zu 16 Millionen Farben, steuerbar via App, kompatibel mit Amazon Alexa (Echo, Echo Dot)","9,44%","10,12%","B0797WGVWW","Philips Hue White und Color Ambiance E27 LED Lampe Starter Set, 2 Lampen","8,94%","20,46%"
"Amazon.de","powerbank",37,"B00VJT3IUA","Anker PowerCore 20100mAh Externer Akku, kompakt Powerbank, hohe Kapazität 2-Port 4,8 A Output Ladegerät mit PowerIQ Technologie für iPhone, iPad, Samsung Galaxy und viele mehr (in Schwarz/Matt)","16,27%","14,48%","B01CU1EC6Y","Anker PowerCore 5000mAh Externer Akku, Kompakte Powerbank, Handy Ladegerät mit PowerIQ für iPhone XS Max / XR / XS / X / 8 / 8 Plus / 7 / 6s / 6 Plus, iPad, Samsung Galaxy, MP3 Player und viele mehr (Schwarz)","8,16%","9,88%","B077XVRXLH","Powerbank 25000mAh 2 USB Ports Externer Akku mit LED-Statusanzeige Extrem hohe Kapazitat Power Bank Ladegerät für iPhone X / 8 /7 Plus iPad Samung Huawei Tablet Kamerasund andere Smartphone","6,27%","7,08%"
"Amazon.de","kaffeemaschine",38,"B000ALVUM6","Philips HD7546/20 Gaia Filter-Kaffeemaschine mit Thermo-Kanne, schwarz/metall","10,67%","19,23%","B00400OMU0","De’Longhi Magnifica S ECAM 22.110.B Kaffeevollautomat | Direktwahltasten und Drehregler | Milchaufschäumdüse | leises Kegelmahlwerk 13 Stufen | Herausnehmbare Brühgruppe | 2-Tassen-Funktion | schwarz","9,31%","2,62%","B00INSX904","Krups EA8108 Kaffeevollautomat (1450 Watt, 1,8 Liter Wassertank, CappuccinoPlus-Düse, 2-Tassen-Funktion, 15 bar) schwarz","6,81%","2,46%"
"Amazon.de","bluetooth lautsprecher",39,"B01MSYQWNY","JBL Flip 4 Bluetooth Box in Schwarz – Wasserdichter, tragbarer Lautsprecher mit Freisprechfunktion & Sprachassistent – Bis zu 12 Stunden Wireless Streaming mit nur einer Akku-Ladung","12,62%","10,95%","B01MTB55WH","Anker SoundCore 2 Bluetooth Lautsprecher mit Dual-Treiber besserem Bass, 24 St. Spielzeit, 20 M Reichweite, IPX5 Wasserfest mit Eingebauten Mikrofon(Schwarz)","8,25%","9,99%","B01HTH3C8S","Anker SoundCore Mini Super Mobiler Bluetooth Lautsprecher Speaker Musikbox mit 15 Stunden Spielzeit, 20 Meter Bluetooth Reichweite und Starkem Bass (Schwarz)","7,53%","12,22%"
"Amazon.de","pullover damen",40,"B07411HQCC","EMMA Damen Herbst Winter Sexy Casual V-Ausschnitt Pullover Loose Rückenfrei Fledermaus Batwing Rücken Kreuz Lange Ärmel Sweater Stricken Pullover, Schwarz, One Size","6,41%","3,80%","B075NXXW56","ECOWISH Damen Kontrastfarbe Pulli Pullover Rollkragen Sweatshirt Kapuzenpulli Top Hoodies","5,93%","8,37%","B00WR6OAQ0","Nike Unisex Kinder Kapuzenpullover Team Club","3,76%","1,32%"
"Amazon.de","geschenkset & herren -1er pack",41,"B07GH76XQV","NIVEA MEN Gentleman Geschenkset für die perfekte Rasur, Pflegeset für Männer mit Rasierschaum, After Shave Balsam und Creme, Weihnachtsgeschenke Set für den gepflegten Gentleman","12,29%","17,80%","B07B4J4RW7","WALTZ7 aromatische Duschbomben Set 16 Stück mit 8 Düften Best of Duschtabs Aromatherapie Wellness Geschenk Set für Damen und Herren Duschbad Ätherische Öle","10,03%","9,26%","B019MMGPR8","Accentra Badeset Antistress Bad, coole Sprüche, lustiges Design, Entspannungsbad Geschenkset für Sie & Ihn, Duft Mango Escape, Körperpflege & Badespaß","7,38%","13,60%"
"Amazon.de","handy",42,"B07BHDC9V6","HUAWEI P20 lite Smartphone (14.83 cm (5.84 Zoll), 64GB interner Speicher, 4GB RAM, 16 MP Plus 2 MP Kamera, Android 8.0, EMUI 8.0) Schwarz","8,25%","4,33%","B07DXJ4SDH","Cubot J3 Dual-SIM Smartphone (12,63 cm (5 Zoll) Full-Wide VGA TN Touch-Display,16GB interner Speicher, Android 8.1 Oreo(Go Edition) Handy Ohne Vertrag, Face ID, GPS/A-GPS) (Blau)","7,70%","9,66%","B0725WZK1N","Samsung Galaxy J5 DUOS Smartphone (13,18 cm (5,2 Zoll) Touch-Display, 16 GB Speicher, Android 7.0) schwarz","6,65%","6,41%"
"Amazon.de","usb stick",43,"B00DQGBYDC","SanDisk Ultra 64GB USB-Flash-Laufwerk USB 3.0 bis zu 100MB/Sek","15,58%","17,60%","B00DQG9OZ2","SanDisk Ultra 32GB USB-Flash-Laufwerk USB 3.0 bis zu 100MB/Sek","7,61%","10,36%","B008RDCEBK","Intenso Alu Line 32 GB USB-Stick USB 2.0 anthrazit","6,18%","6,86%"
"Amazon.de","notebook",44,"B0796FC3Y1","HP (15,6 Zoll) Notebook (AMD E2-9000e 2x2.00 GHz, 4GB DDR4, 500GB S-ATA HDD, DVD±RW, Radeon R2, HDMI, Webcam, Bluetooth, USB 3.0, WLAN, Windows 10 Prof. 64 Bit) #5579","17,45%","18,24%","B0778M9BRM","Lenovo Gaming (17,3 Zoll HD) Notebook (Intel Core i5 7200U, 8GB DDR4, 1000GB HD, Intel HD Graphics 620, HDMI, Windows 10) #5504","6,57%","4,77%","B078N3P64T","HP (17,3 Zoll) Notebook (Intel N4000 2Core 2x2.60 GHz, 8GB RAM, 1000GB S-ATA HDD, DVD±RW, Intel HD600, HDMI, Webcam, Bluetooth, USB 3.0, WLAN, Windows 10 Prof. 64 Bit, #5565","4,25%","6,23%"
"Amazon.de","fortnite",45,"B07JB8TK27","Fortnite: Deep Freeze Bundle - [PlayStation 4] -(Code in the Box)","20,94%","11,76%","B07JXNJCVT","Hasbro Monopoly E6603100 Monopoly Fortnite Edition, Familienspiel, Multicolor","9,15%","6,92%","B07HQ8TNDM","Surcotto Jungen Sweatshirts Porträt Druck Cool Pullover Spiel Fans Streetwear für Kinder","4,13%","3,29%"
"Amazon.de","ipad",46,"B07BS3YFDM","Apple iPad 9,7 Display Wi-Fi 32GB - Space Grau","25,70%","27,33%","B07BS58WX6","Apple iPad 9,7 Display Wi-Fi 128GB - Space Grau","23,46%","24,52%","B07C9L7MFP","Apple iPad 9,7 Display Wi-Fi 32GB - Silber","8,43%","10,72%"
"Amazon.de","iphone",47,"B075LXNGFH","Apple iPhone 8 (64GB) - Space Grau","14,93%","10,43%","B075LXNK24","Apple iPhone X (64GB) - Space Grau","13,59%","9,39%","B01L9KY0I2","Apple iPhone 6s, 4,7 Display, SIM-Free, 64 GB, 2015, Roségold (Refurbished)","9,19%","8,23%"
"Amazon.de","red dead redemption 2",48,"B01M6Y1Y4A","Red Dead Redemption 2 [PlayStation 4]","72,01%","77,86%","B07DKZF447","Red Dead Redemption 2 Ultimate Edition [PlayStation 4]","7,15%","4,97%","B01MAYA4UD","Red Dead Redemption 2 [AT PEGI] - [Xbox One]","5,63%","3,86%"
"Amazon.de","star wars",49,"B0786RLG2C","Star Wars: Die letzten Jedi","11,27%","12,63%","B0786X263W","Star Wars: Die letzten Jedi","6,57%","2,06%","B00VKYGU68","Star Wars: Die Digitale Filmkollektion [dt./OV]","4,64%","4,87%"
"Amazon.de","toniebox",50,"B07FFNL5LK","tonies® TONIEBOX-STARTERSET / Türkis","17,84%","9,75%","B07HBF7JBZ","Toniebox Starterset Hellblau mit Kreativ-Tonie","10,28%","16,78%","B07HB597NV","Toniebox Starterset Anthrazit mit Kreativ-Tonie","9,96%","12,76%"
"Amazon.de","schlüsselanhänger",51,"B074GVYS9D","Ankerpunkt Schlüsselanhänger Leder mit Gravur Lieblingsmensch, Geschenk für Frauen Männer Geburtstag Jahrestag Voll-Rindleder Handmade in Germany (Dunkelbraun) Used Look","6,55%","6,31%","B06XCLN9FT","Lieblingsmensch Die Vergangenheit ist Geschichte - schwarzes Band Schlüsselanhänger, 12 cm, Silber","5,96%","5,81%","B078W8XMPQ","SNOCKS® Damen & Herren Schlüsselanhänger - Stylischer Anhänger - Eleganter Look","4,05%","4,74%"
"Amazon.de","monitor",52,"B01DMDKZTC","Samsung C24F396FHU Curved Monitor, 60,9 cm (24 Zoll), schwarz","21,11%","17,37%","B00WUACE4S","Samsung U28E590D 71,12 cm (28 Zoll) Monitor (HDMI, 1 ms Reaktionszeit, 60 Hz Aktualisierungsrate, 3840 x 2160 Pixel) schwarz/silber","6,63%","7,73%","B01AJTVCA8","Acer S242HLDBID 60,1 cm (24 Zoll) Monitor (VGA, DVI, HDMI, 1ms Reaktionszeit) schwarz","5,38%","7,09%"
"Amazon.de","adventskranz",53,"B077FPX12K","Trendy Home GmbH Adventskranz Adventsschale Teak rund Ø 25 cm Wurzelschale Wurzelholz Holzschale Teakschale Dekoschale","10,87%","7,65%","B00A2L2L0O","Adventskranz Weihnachtsglanz, 30 cm im Durchmesser,mit roten Kerzen","6,92%","11,19%","B075VWKYBJ","Kamaca Adventskranz aus massiven Holzzweigen mit Deko wie Tannenzweigen und Glas Kerzenhaltern inklusive 4 LED Teelichter Advent Weihnachten","4,77%","6,04%"
"Amazon.de","kalender 2019",54,"B07D2FLR56","weekview compact extended 2019 - der clevere Wochenplaner! Oktober 2018 bis März 2020 / 12x18cm","10,48%","12,66%","B07H8Q46GR","Odernichtoderdoch Kalender 2019 | Auf ins nächste Abenteuer | A5","8,45%","5,32%",3862295583,"Terminplaner Lederlook A6 Mint (Zweitausend Neunzehn) 2019","4,93%","3,65%"
"Amazon.de","huawei p20 lite",55,"B07BHDC9V6","HUAWEI P20 lite Smartphone (14.83 cm (5.84 Zoll), 64GB interner Speicher, 4GB RAM, 16 MP Plus 2 MP Kamera, Android 8.0, EMUI 8.0) Schwarz","52,57%","33,42%","B07C8QTG91","HUAWEI P20 lite Smartphone BUNDLE (14.83 cm (5.84 Zoll), 64GB interner Speicher, 4GB RAM, 16 MP Plus 2 MP Kamera, Android 8.0, EMUI 8.0) Schwarz [Exklusiv bei Amazon] - Deutsche Version","15,69%","36,83%","B07BHDDDHB","Huawei 51092FTP P20 lite Smartphone 64GB interner Speicher, 4GB RAM, 16 MP Plus 2MP Kamera, Android 8.0 EMUI 8.0, Blau","13,56%","13,47%"
