"Department=[Amazon.de]","Search Term=[]","Enter ASINs or Products=[]","Reporting Range=[Monthly]","Viewing=[12/1/17 - 12/31/17]"
"Department","Search Term","Search Frequency Rank","#1 Clicked ASIN","#1 Product Title","#1 Click Share","#1 Conversion Share","#2 Clicked ASIN","#2 Product Title","#2 Click Share","#2 Conversion Share","#3 Clicked ASIN","#3 Product Title","#3 Click Share","#3 Conversion Share"
"Amazon.de","bilderrahmen",208,"B003TBKKNE","Walther KV040B New Lifestyle Kunststoffrahmen im Format 30 x 40 schwarz","30.36%","31.46%","B010XGBEQ4","Umbra 313016-880 Prisma Bilderrahmen, 4x6 Zoll, kupfer","23.29%","20.05%","B005OA581M","Unique Home Living Portraitrahmen  Le Couer, 10x15 cm","5.94%","7.61%"
"Amazon.de","telefon schnurlos",209,"B00EDQ4IMS","Gigaset A415 Telefon - Schnurlostelefon / Mobilteil mit Grafik Display - Dect-Telefon mit Freisprechfunktion - Analog Telefon - Schwarz","15.43%","24.43%","B00EHMDCTS","Gigaset C430A Duo Telefon - Schnurlostelefon / 2 Mobilteile - mit TFT-Farbdisplay / Dect-Telefon - mit Anrufbeantworter / Freisprechfunktion - Analog Telefon - Schwarz","10.03%","10.49%","B007MLIG2E","Panasonic KX-TG6721GB Schnurlostelefon (4,6 cm (1,8 Zoll) Display, Smart-Taste, Freisprechen, Anrufbeantworter) schwarz/silber","7.34%","9.81%"
"Amazon.de","drohne",210,"B013J39S0M","DJI Phantom 3 Standard","28.13%","4.18%","B01K4U4O9S","Parrot Bebop 2 FPV Drohne im Set mit Skycontroller und FPV-Brille weiß","13.68%","2.66%","B00TIPWUVU","zoopa ZQ0420 - ACME - Q 420 cruiser Quadrokopter, 720p HD Cam, 6-Achsen Gyro System, 2.4 GHz Fernbedienung, Propellerschutz, 360 Grad Flip","7.05%","30.42%"
"Amazon.de","lautsprecher",211,"B00YR92T90","Logitech Z333 Multimedia Speakers - Lautsprecher für Home Entertainment (mit 80 Watt und Subwoofer) schwarz","16.83%","19.34%","B00GBN50SC","EDIFIER Studio R1280T 2.0 Lautsprechersystem (42 Watt)","9.68%","4.17%","B016MO90GW","Anker SoundCore - Mobiler Bluetooth 4.0 Lautsprecher mit unglaublicher 24-Stunden-Akkulaufzeit und Dual-Treiber Wireless Speaker mit reinem Bass und eingebautem Mikrofon für iPhone, iPad, Samsung, Nexus, HTC und andere Android Geräte (Schwarz)","9.41%","16.69%"
"Amazon.de","haba",212,"B0046UUO06","Haba Mein erster Spieleschatz- Die große HABA-Spielesammlung","6.71%","8.05%","B00BF3IO22","HABA 6699 - Kugelbahn für die Badewanne","6.23%","5.29%","B00BF3CK90","HABA 7628 - Entdeckersteine Klangspaß","5.73%","6.24%"
"Amazon.de","apple tv",213,"B008ATNJ9C","Apple MC414Z/A AirPort Express Basisstation (802.11a/b/g/n)","54.96%","22.30%","B01ETRIS3K","Fire TV Stick mit Alexa-Sprachfernbedienung","8.35%","45.95%","B06XTVS1D4","Das neue Fire TV mit 4K Ultra HD und Alexa-Sprachfernbedienung (Version 2017, Anhängerform)","6.10%","12.84%"
"Amazon.de","aufbewahrungsbox",214,"B071225BBS","AmazonBasics - Aufbewahrungsboxen in Würfelform, faltbar, 6er-Pack, Grau","18.61%","22.68%","B00YOUM73U","IRIS, 3er-Set stapelbare Aufbewahrungsboxen 'Top Box', mit Deckel und Klickverschluss, 15 Liter, Kunststoff / Plastik, transparent","9.73%","11.81%","B008G1FLG8","Rotho 1115308080 Aufbewahrungskiste Dekobox Country in Rattan-Optik aus Kunststoff (PP), Format A4, Inhalt ca. 18 l, ca. 36.8 x 27.8 x 19.1 cm (LxBxH), schwarz","9.07%","9.49%"
"Amazon.de","baby",215,"B01GUYA6DK","Pampers Sensitive Feuchttücher, 1008 Tücher, 18er Pack (18 x 56 Stück)","11.68%","9.87%","B000VDB26M","Playgro 40016 Klipp Klapp Pferd mit Rassel","10.62%","20.53%",3442392500,"Baby - Betriebsanleitung: Inbetriebnahme, Wartung und Instandhaltung","7.71%","14.08%"
"Amazon.de","wandkalender 2018",216,3866793650,"Wandkalender 2018 89x63cm (größer A1) gefalzt, Wandplaner 15 Monate Nov 17 - Jan 19, FSC-Papier, inkl. A4-Kalender","15.07%","23.00%",3848517078,"Einfach mal abhängen 2018: Dekorativer Wandkalender mit Monatskalendarium | Maße (BxH): 21x20cm","9.04%","7.41%",3840781175,"Seeblick 2018 - Broschürenkalender (30 x 60 geöffnet) - Landschaftskalender - Wandplaner","6.61%","6.29%"
"Amazon.de","kamera",217,"B01CQPABLE","Canon EOS 1300D Digitale Spiegelreflexkamera (18 Megapixel, APS-C CMOS-Sensor, WLAN mit NFC, Full-HD)","22.67%","11.51%","B00I9X2KLW","Sony DSC-HX60 Digitalkamera (20,4 Megapixel, 30-fach opt. Zoom, 7,5 cm (3 Zoll) LCD-Display, Exmor R CMOS Sensor, NFC/WiFi) schwarz","10.48%","8.37%","B01C672SZ4","Nikon Coolpix B500 Kamera schwarz","9.85%","6.90%"
"Amazon.de","radiowecker",218,"B00QK8S8N2","AEG MRC 4142 Uhrenradio  Einschlafautomatik, 24 Stunden-LED-Anzeige","13.45%","22.07%","B00BG5CUQ0","Philips AJ3400 Radiowecker (mit großem Display, Digital UKW, 2x Weckzeiten, Sleep-Timer) schwarz","12.00%","10.99%","B01BP0O0JU","Philips AJ2000 Radiowecker (Digital UKW, 2x Weckzeiten, Sleep-Timer) weiß","9.69%","6.87%"
"Amazon.de","bluetooth lautsprecher",219,"B016MO90GW","Anker SoundCore - Mobiler Bluetooth 4.0 Lautsprecher mit unglaublicher 24-Stunden-Akkulaufzeit und Dual-Treiber Wireless Speaker mit reinem Bass und eingebautem Mikrofon für iPhone, iPad, Samsung, Nexus, HTC und andere Android Geräte (Schwarz)","16.15%","27.50%","B01N4V4X5M","Anker SoundCore Boost 20W Bluetooth Lautsprecher mit BassUp Technologie. IPX5 Wasserfest, verwendbar als Zusatzakku, 20m Reichweite, Hervorragender Klang & Bass für iPhone, Handy und Tablet","9.57%","11.25%","B01FQVHGSG","JBL Charge 3 Tragbarer Bluetooth-Lautsprecher (wasserdicht, mit 6000 mAh Power Bank und Freisprechfunktion) schwarz","7.92%","4.77%"
"Amazon.de","cluse uhr damen",220,"B00VTD1VH8","Cluse Damen-Armbanduhr Analog Quarz Leder CL18015","14.55%","15.50%","B00REMK75K","Cluse Damen Armbanduhr Analog Quarz Edelstahl CL18105","10.65%","14.56%","B019PCWHTK","Cluse Damen Armbanduhr Analog Quarz Edelstahl CL18112","10.11%","8.54%"
"Amazon.de","beats",221,"B01LW0M4J1","Beats by Dr. Dre Solo 3 Wireless Kopfhörer schwarz","12.54%","10.15%","B00KD805BS","Beats by Dr. Dre Solo2 Kopfhörer (On-Ear) schwarz","10.10%","5.27%","B004477OAY","iBeats by Dr. Dre bulk Ohrhörer schwarz","10.09%","15.55%"
"Amazon.de","wii u spiele",222,"B01KMCXBLA","Super Mario 3D World - Nintendo Selects - [Wii U]","11.32%","15.64%","B01CYL16UA","Wii Party U - Nintendo Selects - [Wii U]","8.71%","8.26%","B01GK2FZZG","Minecraft Wii U Edition inkl. Super Mario Mash-Up","7.08%","10.02%"
"Amazon.de","garmin",223,"B016ZWT64M","Garmin Forerunner 235 WHR Laufuhr, 24/7 Herzfrequenzmessung am Handgelenk, Smart Notifications, Aktivity Tracker, 1,2 Zoll (3cm) Farbdisplay","14.98%","15.21%","B01DWEBI7O","Garmin vívosmart HR+ Fitness-Tracker - GPS-fähig, Herzfrequenzmessung am Handgelenk, Smart Notifications Black, M - L, 010-01955-30","9.68%","14.40%","B0751GBCKM","Garmin vívoactive 3 GPS-Fitness-Smartwatch – 24/7 Herzfrequenzmessung am Handgelenk, vorinstallierte Sport-Apps, integriertes GPS, Mobile Payment via NFC","8.53%","7.30%"
"Amazon.de","familienplaner 2018",224,3866793537,"FamilienPlaner 2018 23x42cm, 5 Spalten, Wandkalender 12 Monate Jan-Dez 2018 - Wandplaner, Familienkalender, Ferientermine, viele Zusatzinfos","17.81%","19.57%",3731825708,"Familienplaner Farbenspiel 2018: Familienkalender, 4 breite Spalten, bunt mit Ferienterminen, Vorschau bis März 2019 und nützlichen Zusatzinformationen.","12.39%","15.16%",3862294978,"Einer für alle! 2018: Familienkalender","8.04%","7.26%"
"Amazon.de","männer geschenke",225,3864051169,"Das ultimative Männer-Kochbuch: Schritt für Schritt - Fotokochbuch","14.43%","12.39%","B075XTNKT1","NIVEA Men Geschenkset für Männer mit Deodorant, Shampoo, Creme und Duschgel, Active Clean, 4 Stück","9.50%","9.00%",3868837124,"Was ich an dir liebe: Eine originelle Liebeserklärung zum Ausfüllen und Verschenken","9.28%","11.60%"
"Amazon.de","huawei p10 lite",226,"B00ZUIEMM4","HUAWEI P10 lite Smartphone (13,2 cm (5,2 Zoll) Full-HD Display , 32 GB, Android 7.0 Nougat mit HUAWEI Emotion UI 5.1) Schwarz","59.29%","55.44%","B06XBQF2H4","Huawei P10 Lite Smartphone (13,2 cm (5,2 Zoll) Display, 32 GB Speicher, Android 7.0) weiß","14.11%","14.67%","B06XGQ7LQK","Huawei P10 lite Dual-SIM Smartphone (13,2 cm (5,2 Zoll) Touch-Display, 32 GB interner Speicher, Android 7.0) Platinum Gold","5.70%","5.95%"
"Amazon.de","bose kopfhörer",227,"B0117RGG8E","Bose ® SoundLink around-ear kabellose Kopfhörer II schwarz","31.36%","32.48%","B0756CYWWD","Bose QuietComfort 35 Wireless Kopfhörer II, Standard schwarz","21.19%","18.45%","B01L7PSJFO","Bose ® SoundSport kabellose Kopfhörer schwarz","7.62%","8.47%"
"Amazon.de","winterschuhe männer",228,"B00Y10WH0G","Mustang Herren Kurzschaft Stiefel","27.97%","36.07%","B00KHMMHHU","Timberland Euro Hiker FTC Herren Wanderstiefel","22.79%","16.04%","B00DDQOJ7S","Timberland EK Rugged WP FTM 6 Inch Plain Toe Herren Halschaft Stiefel","13.74%","11.24%"
"Amazon.de","samsung s8",229,"B06XJ49G5B","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) midnight black","63.49%","63.30%","B06XJ65K58","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) arctic silver","9.96%","11.33%","B06XHRDF78","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) orchid grey","8.80%","10.24%"
"Amazon.de","wäschekorb",230,"B008F78QTW","Curver 00709-885-00 Wäschebox Style, 40 L, creme","21.94%","29.20%","B00576BLL4","Wenko 3440113100 Wäschesammler Trio Beige - Wäschekorb, Fassungsvermögen 130 L, 100 % Polyester, 63 x 57 x 38 cm, beige","10.72%","9.46%","B00D43DG4C","WENKO 3440402100 Wäschesammler Duo Filz Orange - Wäschekorb, 2 Kammern, Fassungsvermögen 82 L, Filz, 52 x 54 x 28 cm, Grau","7.00%","7.35%"
"Amazon.de","micro sd karte",231,"B073S8LQSL","SanDisk Ultra 32GB microSDHC Speicherkarte + Adapter bis zu 98 MB/Sek., Class 10, U1, A1, FFP","18.37%","18.13%","B073JYVKNX","SanDisk Ultra 64GB microSDXC Speicherkarte + Adapter bis zu 100 MB/Sek., Class 10, U1, A1","14.05%","14.28%","B013UDL5RU","SanDisk Ultra Android microSDHC 32GB bis zu 80 MB/Sek, Class 10 Speicherkarte + SD-Adapter FFP","10.08%","11.39%"
"Amazon.de","damen uhren",232,"B004D4S7AY","Fossil Riley Damen-Uhr roségold / Elegante Edelstahl Armbanduhr mit Strasssteinen - wasserfestes Quarz Uhrwerk inkl. Wochentags- & Datumsanzeige","13.74%","11.98%","B00FF8CDSO","Fossil Damen-Uhren ES3405","7.53%","8.99%","B00VTD1VH8","Cluse Damen-Armbanduhr Analog Quarz Leder CL18015","6.05%","4.38%"
"Amazon.de","parfüm herren",233,"B0009OAHEQ","Joop! homme/man, Eau de Toilette Vaporisateur, 1er Pack (1 x 125 ml)","10.14%","10.63%","B002XQ1X4G","Paco Rabanne One Million homme / men, Eau de Toilette, Vaporisateur / Spray 100 ml, 1er Pack (1 x 100 ml)","9.08%","5.35%","B000E7WI6I","Jean Paul Gaultier Le Male homme/men, Eau de Toilette, Vaporisateur/Spray, 1er Pack (1 x 75 ml)","7.39%","3.35%"
"Amazon.de","kugelbahn",234,"B06WWGG85P","Ravensburger 27590 - GraviTrax: Starter-Set Konstruktionsspielzeug","35.89%","6.64%","B00TWFTVRW","Fischertechnik 533872 - Baukaesten, Dynamic M","11.19%","12.27%","B00ID4CWZ6","Eichhorn 100002029 - Große Rollbahn aus Holz, 7-teilig, 67x56cm, mit 6 verschiedenen Rollelementen","7.19%","15.38%"
"Amazon.de","dartscheibe",235,"B01M35DZBL","Winmau Dartboard Blade 5","29.44%","28.68%","B000G2Z4VW","Unicorn Bristle Dartboard Eclipse, 054722794037","22.16%","22.31%","B00DZGC3F6","Best Sport Bristol Elektronische Dartscheibe, f&uuml;r Erwachsene, mehrfarbig","9.28%","9.92%"
"Amazon.de","assassins creed origins",236,"B072MZ8Z3K","Assassin's Creed Origins - [PlayStation 4]","70.89%","79.96%","B071GKWG5M","Assassin's Creed Origins - Gold  Edition - [PlayStation 4]","5.42%","3.24%","B072KF3LK2","Assassin's Creed Origins - Gods  Collector' s Edition - [PlayStation 4]","4.38%","2.15%"
"Amazon.de","ps 4 spiele",237,"B06W9L2KY3","Crash Bandicoot N.Sane Trilogy - [PlayStation 4]","9.15%","16.51%","B073LWKPMF","Airport Simulator 2018","6.66%","1.87%","B071N9SDXL","Call of Duty: WWII - Standard Edition - [PlayStation 4]","6.45%","8.72%"
"Amazon.de","schnullerkette",238,"B00I4O4FFU","sigikid, Mädchen, Schnullerband, Rosa/Pink, 40826","21.69%","22.22%","B00AYD3N16","NUK 10256312 Disney Mickey Mouse Saugerkette, mit Clip zur sicheren Befestigung des Schnullers an Baby‘s Kleidung, 1 Stück, Farbe nicht frei wählbar","15.87%","14.92%","B001TPJ2LS","Heimess 733700 - Schnullerkette Mond und Stern","13.61%","12.70%"
"Amazon.de","harry potter fanartikel",239,"B01LWOC0BC","Hogwarts Tasse","11.38%","14.82%","B00SGGOLF0","Trivial Pursuit: Das Harry Potter Quiz - Alles rund um die Filme","10.44%","12.63%","B06XG1P5XB","Flashpoint 509551 Harry Potter Hogwarts Reisebecher To Go","9.89%","10.61%"
"Amazon.de","gaming maus",240,"B01MY340P3","HoLife Gaming Maus, [Neue Version] Gamer Maus 7200DPI PC Gaming Maus Hohe Präzision für Pro Gamer mit 7 programmierbaren Tasten/ LED/ ergonomisches Design/ USB-Wired Maus optisch (Schwarz)","21.24%","35.41%","B019NFPE2G","Logitech G502 Gaming-Maus Proteus Spectrum (mit RBG-Anpassung und 11 programmierbaren Tasten)","14.58%","14.83%","B00L6HCXRE","Sharkoon Shark Force Gaming Maus schwarz","8.07%","9.41%"
"Amazon.de","mütze herren",241,"B00DTSTGSW","Urban Classics TB626 Unisex Strickmütze Leatherpatch Long Beanie Grey, One size (Herstellergröße: one size)","27.67%","36.22%","B071FTB4LX","Tommy Hilfiger Herren Pima Baumwolle Kaschmir Beanie","20.07%","18.64%","B002NGIA10","Jack Wolfskin Real Stuff Unisex Mütze, Black, One Size, 19590","13.36%","14.89%"
"Amazon.de","3d puzzle ravensburger",242,"B00IVC1B16","Ravensburger 125791 - Eiffelturm bei Nacht - 216 Teile Puzzle 3D-Puzzle-Bauwerk Night Edition","13.22%","17.34%","B01D24NU5M","Ravensburger 12596 - 3D Puzzle Freiheitsstatue bei Nacht","11.40%","12.40%","B01CGW215G","Ravensburger 12587 - 3D Puzzle Disney Schloss","6.88%","4.03%"
"Amazon.de","wichtelgeschenk",243,3764502878,"Das Malbuch für alle, die sich im Büro langweilen","16.40%","18.52%","B003SEZMSA","Die selbstrührende Tasse - Lazy Mug","8.76%","6.35%","B001XSFW42","Fred and Friends Pizza Boss Pizza Rad Pizza Boss 3000 blau","8.00%","8.39%"
"Amazon.de","smart tv",244,"B0152WZWLC","Samsung J4570 80 cm (32 Zoll) Fernseher (HD, Triple Tuner, Smart TV)","25.82%","25.48%","B00J576RPQ","Samsung LED UE22H5610 SMART TV","7.03%","5.10%","B0749V98J4","Samsung M5590 80 cm (32 Zoll) Fernseher (Full HD, Triple Tuner, Smart TV)","5.43%","8.28%"
"Amazon.de","glätteisen",245,"B003WOKJF2","Remington Pearl Haarglätter S9500, mit erweiterte Keramikbeschichtung","40.48%","44.75%","B002AKKCSI","Braun Satin Hair 7 Haarglätter ST710, mit IonTec","16.93%","17.63%","B003WOKJFM","Remington S6500 Haarglätter sleek und curl","7.98%","8.30%"
"Amazon.de","fitbit",246,"B074KBP5RV","Fitbit Ionic Health & Fitness Smartwatch, Charcoal, Onesize","41.46%","16.80%","B06ZZNH4H5","Fitbit Unisex Fitness Armband Alta","24.86%","33.83%","B01LW2TH3Y","Fitbit FB403BK-EU Flex 2 Fitness Wristband, One Size, black","13.25%","23.43%"
"Amazon.de","game of thrones staffel 7",247,"B0743CZ46S","Game of Thrones: Die komplette 7. Staffel [4 DVDs]","62.47%","63.68%","B0743DGBT8","Game of Thrones: Die komplette 7. Staffel [Blu-ray]","25.16%","25.09%","B0781ZQ8NH","Game of Thrones: Die komplette 7. Staffel [5 DVDs]","5.10%","6.52%"
"Amazon.de","werkzeugkoffer gefüllt",248,"B0051E16LW","Mannesmann 89-teiliger Premium Universal- und Haushalts-Werkzeugkoffer, M29085","32.06%","37.24%","B005ERFK9U","Mannesmann Alu-Werkzeugkoffer, bestückt, 108-tlg., M29075","14.34%","13.27%","B002OL2LKU","Mannesmann Bestückte Werkzeugbox 155-tlg., M29066","13.32%","13.20%"
"Amazon.de","handstaubsauger",249,"B071ZYGP6G","Holife Generation II 036 Handstaubsauger, Akku Staubsauger Kabellos (Nass & Trocken, 100W Zyklon-Staubsauger, 14.8V Lithum-ion Akku, Schnelles Aufladen Tech, 2 Ersatzfilter) für Autos Zuhause","34.44%","41.62%","B003JZAQYI","Dirt Devil M135 Gator Akku Handsauger / 9.6 V / schwarz silber","17.96%","19.93%","B002EIJVHO","Philips ECO FC6148/01 Akkusauger (beutellos, 10,8V Li-Ionen-Akku, 9 Minuten Saugleistung, 100 Watt) grau","8.43%","7.40%"
"Amazon.de","dewalt",250,"B015203QWQ","Dewalt DCK699M3T 6Tlg. Akku-Kombi-Set 3x 4,0Ah 18V","20.81%","5.34%","B00FYM6I2S","DeWalt Akku-Bohrschrauber (18V, 1,3 Ah Li-Ion Akku, lüftergekühlter Hochleistungsmotor, LED-Leuchte, Zweigang-Vollmetall-Getriebe, Spindelarretierung, Rechts-/Linkslauf), DCD771C2","14.18%","16.03%","B00HPXV6FS","DeWalt XLR SDS Plus Hammerbohrer (6 x 160 x 100 mm, einzelpack) DT71572-QZ","7.32%","20.61%"
"Amazon.de","bruder spielzeug",251,"B003543KXM","Bruder 02750 - MAN TGA Abschlepp-LKW mit Geländewagen","8.47%","6.87%","B003297I1U","Bruder 03570 - SCANIA R-Serie Liebherr Kran-LKW mit Light & Sound Modul","5.66%","5.53%","B00009AWM4","Bruder 02771 - MAN Feuerwehr mit Drehleiter, Wasserpumpe und Light & Sound Modul","5.47%","3.46%"
"Amazon.de","kochbuch",252,3833816775,"20 Minuten sind genug!: Über 150 Rezepte aus der frischen Küche (GU Themenkochbuch)","15.37%","15.11%",3864051169,"Das ultimative Männer-Kochbuch: Schritt für Schritt - Fotokochbuch","10.28%","8.18%",3442392748,"Heimat: Kochbuch. Mit über 120 Rezepten, in hochwertiger Ausstattung mit Leineneinband und Goldfolienprägung","9.92%","11.48%"
"Amazon.de","nike schuhe männer",253,"B014W94C5I","Nike MD Runner 2, Herren Sneakers","24.53%","39.20%","B077YDLJFK","Nike Herren Air Huarache Sneaker","11.12%","5.40%","B014W9I3ZI","Nike T-Lite XI Herren Hallenschuhe","9.42%","14.08%"
"Amazon.de","alexa zubehör",254,"B06W586CDZ","TP-Link HS100(EU) intelligente WLAN Steckdose (funktioniert mit Amazon Alexa [Echo, Echo Dot] und Google Home, mit App Steuerung überall und zu jeder Zeit)","20.71%","34.82%","B0152WXI0E","Philips Hue White E27 LED Lampe Erweiterung, dimmbar, warmweißes Licht, steuerbar via App, kompatibel mit Amazon Alexa (Echo, Echo Dot)","15.06%","16.75%","B01DFKBG54","Amazon Echo Dot (2. Generation), Schwarz","11.88%","16.88%"
"Amazon.de","saugroboter",255,"B00EY7F8N4","Dirt Devil Spider M607 Saugroboter (17 W, 0,27 l Staubbehältervolumen, 3 Programme) schwarz","34.79%","38.80%","B01E28OJSE","ECOVACS ROBOTICS DEEBOT SLIM Ultra-flacher Staubsaugerroboter(15 W, mit Direktabsaugung, optimiert für Tierhaare) weiß/hellgrün","12.40%","22.95%","B016ZIJAV0","iRobot Roomba 615 Saugroboter (hohe Reinigungsleistung, für alle Böden, geeignet bei Tierhaaren) grau/schwarz","8.12%","5.90%"
"Amazon.de","internetradio",256,"B01DFKBG54","Amazon Echo Dot (2. Generation), Schwarz","14.29%","12.90%","B00KNTIWUS","Hama Internetradio IR110M (WLAN/LAN, Fernbedienung, USB-Anschluss mit Lade- und Wiedergabefunktion, Weck- und Wifi-Streamingfunktion, Multiroom, gratis Radio App), schwarz","11.35%","12.73%","B019S7BM34","Imperial 22-320-00 i110 Internetradio (TFT Farbdisplay, WLAN, Line-Out, Netzteil) braun","9.95%","14.77%"
"Amazon.de","bosch professional",257,"B01MT1UUOB","Bosch 2608P00236 Pro 105tlg. Bohrer- und Bit-Set Premium, 105 Stück","8.52%","6.35%","B015WGDX6E","Bosch Professional Akku-Bohrschrauber GSR 12V-15 (mit 2x 2,0 Ah Akku, Ladegerät, 39-tlg. Zubehör-Set, Profi-Tasche, max. Schrauben-Ø: 7 mm, 12 Volt)","7.38%","12.38%","B075886SRD","Bosch Professional 06019C6300 Professional Akku Nass und Trockensauger Gas, Bogenrohr, 3x Verlängerungsrohr, Fugendüse, Bodendüse, HEPA-Filter, 18 V, 10 L, 1,6 m Schlauchlänge","4.95%","3.81%"
"Amazon.de","cd player kind",258,"B0028R3B90","Lenco SCD-24 Stereo UKW-Radio mit CD-Player und Teleskopantenne rosa","27.10%","32.77%","B0115115ZQ","Idena 40104 - Kinder CD Player SING A LONG mit 2 Mikrophonen und LED Display, blau","11.74%","8.63%","B075MDC25R","Blaupunkt Boombox 11 PLL | tragbares CD-Radio mit Kassettenplayer inklusive Aux In, Kopfhöreranschluss, Hörbuch-Funktion, LED-Display, Backlight, PLL UKW Tuner | CD Player bestens geeignet für Kinder","8.24%","8.96%"
"Amazon.de","pokemon",259,"B073WFDDTX","Pokemon Pokémon Company International 25962 - PKM Grandiras-GX Box De","14.05%","11.76%","B071X75JC4","Pokémon Ultrasonne - [Nintendo 3DS]","12.60%","10.24%","B014M0MX4O","Monopoly Pokémon Kanto Edition - Schnapp sie dir alle!","11.20%","9.58%"
"Amazon.de","steckdosenleiste",260,"B002THAD9A","Kopp 129713007 3-fach Steckdosenleiste Standard, mit beleuchtetem Schalter, weiß","17.30%","20.69%","B000MQ7E38","Brennenstuhl Eco-Line, Steckdosenleiste 8-fach, (mit Schalter und 3m Kabel - besonders stromsparend) Farbe: schwarz","11.46%","10.81%","B002MQGGMQ","Brennenstuhl Eco-Line, Steckdosenleiste 3-fach (mit Schalter und 1,5 m Kabel - besonders stromsparend) weiß","10.95%","15.21%"
"Amazon.de","yankee candle 623g",261,"B0037EEK7A","Yankee Candle 1093707E Vanilla Cupcake Grosses Jar","11.36%","12.34%","B00498ZOQ4","Yankee Candle Hochzeitstag, Kerze, Glas, Weiß, 10,7 x 10,7 cm, 1 Einheiten","8.11%","5.80%","B01CHGKCXE","Yankee Candle Housewarmer RIVIERA ESCAPE 623 g","7.01%","8.67%"
"Amazon.de","sorgenfresser",262,"B074WFZ5WF","Schmidt Spiele Sorgenfresser 42370 Ping, klein, 25 cm","10.29%","11.77%","B00QVB6MAO","Schmidt Spiele - Sorgenfresser, Flint, 23cm","9.88%","11.94%","B006BJAX9W","Schmidt Spiele 42316 - Sorgenfresserchen, Biff, 28 cm","9.73%","10.03%"
"Amazon.de","sd karte",263,"B014IX0202","SanDisk Ultra SDHC I 32 GB bis zu 80 MB/Sek, Class 10 Speicherkarte  [Frustfreie Verpackung]","22.70%","24.76%","B014IX0234","SanDisk Ultra SDXC I 64 GB bis zu 80 MB/Sek, Class 10 Speicherkarte [Frustfreie Verpackung]","12.38%","11.63%","B014IX02KC","SanDisk Ultra SDHC I 16 GB bis zu 80 /Sek, Class 10 Speicherkarte  [Frustfreie Verpackung]","10.49%","13.72%"
"Amazon.de","sims 4",264,"B00KPY3KV2","Die Sims 4","48.66%","58.30%","B0752ZJKZP","Die Sims 4: Hunde & Katzen (Code in der Box) - [PC]","12.85%","10.40%","B01GDQYOGU","Die Sims 4 Bundle Pack 3","10.98%","5.94%"
"Amazon.de","fifa 18",265,"B072M7NPMC","FIFA 18 - Standard Edition - [PlayStation 4]","75.90%","81.67%","B072Q5XPQP","FIFA 18 - Ronaldo Edition - [PlayStation 4]","4.12%","1.42%","B072M7NPTJ","FIFA 18 - Standard Edition - [Xbox One]","3.01%","3.54%"
"Amazon.de","wäscheständer",266,"B0031S9AC2","Leifheit 81570 Standtrockner Pegasus 150 Solid Slim","26.66%","32.64%","B0002ZO8GU","Gimi Jolly Wäscheständer aus Stahl, 18 Meter Leinenlänge","17.54%","23.17%","B01N6J6ODS","Leifheit 81547 Standtrockner Classic 200 Easy Crazy Pink Standtrockner, Metall, 54.5 x 4.5 x cm","8.54%","10.15%"
"Amazon.de","armband damen",267,"B019GZ2XOK","Liebeskind Berlin Ada silver Damen Armband, Pink (rose 0410)","27.75%","23.40%","B009DX1P7W","Fossil Damen-Armband JF00118791","15.04%","13.56%","B01EX0JL3O","Canyon B5047 Damen-Armband, mehrreihig, Sterling-Silber 925, 19 cm","9.62%","13.41%"
"Amazon.de","gaming stuhl",268,"B0056YNWVO","Robas Lund DX Racer 1 Gamingstuhl, Schreibtischstuhl, Bürostuhl, 78 x 124-134 x 52 cm, schwarz/rot","48.84%","54.21%","B019IZKTUS","MC Racing 5 62495SR3, Gaming Stuhl, Sportsitz, Bürostuhl, Schreibtischstuhl, inklusiv Kissen, 69 x 125-135 x 58 cm, schwarz/rot","21.83%","28.34%","B009S68I6A","Robas Lund DX Racer 6 Gamingstuhl, Schreibtischstuhl, Bürostuhl, 78 x 52 x 124-134 cm, schwarz/weiß","4.90%","3.22%"
"Amazon.de","klartext",269,"B01N21X2SP","Hasbro Spiele C3145100 - Klartext Familien-Edition, Familenspiel","44.54%","35.79%","B01NC06BE6","Hasbro Spiele C2018398 - Klartext, Partyspiel","43.66%","53.64%","B01JGL419O","Hasbro Spiele C2018100 - Klartext, Partyspiel","7.96%","8.09%"
"Amazon.de","popcornmaschine",270,"B00E6YKTNE","Unold 48525 Popcornmaker Classic, Popcornmaschine","39.58%","47.22%","B01FPDKDTE","Clatronic PM 3635 Popcornautomat, weiß / grau","14.63%","15.48%","B0742SKDPV","Russell Hobbs Fiesta 24630-56 Popcornmaschine kalorienarme Zubereitung durch Heißluft ohne Fett und Öl","7.47%","7.10%"
"Amazon.de","macbook pro",271,"B071WNV41G","Apple MacBook Pro 13, i5 2,3 GHz, 8 GB RAM, 128 GB SSD, space grau","35.63%","35.71%","B01M2BLJOM","Apple MacBook Pro 15 Touch Bar, 2,6 GHz, 256 GB SSD, 16 GB RAM, space grau","12.56%","11.90%","B071JR3D7G","Apple MacBook Pro 13 Touch Bar, i5 3,1 GHz, 8 GB RAM, 256 GB SSD, space grau","10.33%","17.86%"
