"Department=[Amazon.de]","Search Term=[]","Enter ASINs or Products=[]","Reporting Range=[Monthly]","Viewing=[12/1/17 - 12/31/17]"
"Department","Search Term","Search Frequency Rank","#1 Clicked ASIN","#1 Product Title","#1 Click Share","#1 Conversion Share","#2 Clicked ASIN","#2 Product Title","#2 Click Share","#2 Conversion Share","#3 Clicked ASIN","#3 Product Title","#3 Click Share","#3 Conversion Share"
"Amazon.de","kopfhörer",12,"B00NBR70DO","Sony MDR-ZX110 faltbarer Bügelkopfhörer, schwarz","20.02%","30.66%","B00NE2BY56","Beats by Dr. Dre urBeats In Ear Kopfhörer für HTC SuperSock schwarz","8.89%","4.69%","B00NBR705M","Sony MDR-ZX110 faltbarer Bügelkopfhörer Leistungsstarker Klang, rosa","7.36%","8.57%"
"Amazon.de","nintendo switch spiele",13,"B01MUBNPYP","Super Mario Odyssey [Nintendo Switch]","12.56%","23.26%","B01N4ND0F9","Mario Kart 8 Deluxe [Nintendo Switch]","7.95%","16.34%","B01MT8ERQW","The Legend of Zelda: Breath of the Wild [Nintendo Switch]","6.34%","8.61%"
"Amazon.de","kalender 2018",14,3862294811,"VintageArt 2018 | Kalender | Taschen-Kalender | Grafik Werkstatt | A6: Terminplaner","13.95%","11.35%","B071WC5185","Der perfekte Busy B Planer und Terminkalender 2018 – mit Steckfächern, Stickern und einem Mini-Notizbuch","9.48%","3.92%",3840780012,"Buchkalender Balacron schwarz 2018 - Bürokalender A5 / Cheftimer A5 - 1 Tag 1 Seite - 320 Seiten","7.47%","6.57%"
"Amazon.de","paw patrol",15,"B00JLDGLB4","Spin Master 6022632 - Paw Patrol - Lookout Headquarter","16.94%","13.36%","B00W62P65E","Spin Master 6024966 - Paw Patrol - Paw Patroller","12.19%","12.35%","B074ZBV3VD","Paw Patrol - Die Paw Patrol rettet Weihnachten","7.23%","11.96%"
"Amazon.de","tablet",16,"B01J94TL6Q","Fire HD 8-Tablet mit Alexa, 20,3 cm (8 Zoll) HD Display, 16 GB (Schwarz), mit Spezialangeboten","15.15%","20.25%","B01ERY8650","Samsung Galaxy Tab A (2016) T580 25,54 cm (10,1 Zoll) WiFi Tablet PC (Octa Core 2GB RAM Android 6,0 neue Version) schwarz","10.66%","7.71%","B074Q5984Y","Lenovo Tab10 25,5 cm (10,1 Zoll HD IPS Touch) Tablet-PC (APQ8009 Quad-Core, 1GB RAM, 16GB eMCP, Android 6.0) schwarz","10.12%","13.15%"
"Amazon.de","geschenke für frauen",17,3742300156,"Mein Leben in 100 Listen: Ein originelles Ausfüllbuch","19.65%","17.40%","B00P7XF3K2","Tetesept Bäder Geschenkset Verwöhnmomente, 1er Pack (6 x 20 ml)","10.16%","15.18%","B00ELF6FOU","TV-Decke mit Ärmeln | XL-Kuscheldecke 170 x 200 cm + 50 cm Fußtasche und Handytasche | Mikrofaser-Fleece Ärmeldecke | CelinaTex 0003208 grau","8.63%","8.29%"
"Amazon.de","weihnachtsgeschenke",18,3848513765,"100 Dinge, die jedes Paar einmal tun sollte","20.88%","22.98%","B0038JKO38","KLUGSCHEISSER - das ultimative Spiel für alle, die auf (fast) alles eine Antwort haben...","13.77%","11.82%","B00P7XF3K2","Tetesept Bäder Geschenkset Verwöhnmomente, 1er Pack (6 x 20 ml)","10.52%","17.59%"
"Amazon.de","playstation 4",19,"B0774QFGQ1","PlayStation 4 - Konsole (500GB, schwarz, E-Chassis) inkl. 2. DualShock Controller","34.65%","53.57%","B0765F7HM6","PlayStation 4 - Konsole (1TB, schwarz, slim) inkl. StarWars Battlefront II + 2 DualShock Controller","8.30%","11.66%","B073QRG1YR","PlayStation 4 - Konsole (500GB, schwarz, E-Chassis)","8.12%","5.31%"
"Amazon.de","kaffeemaschine",20,"B000ALVUM6","Philips HD7546/20 Gaia Filter-Kaffeemaschine mit Thermo-Kanne, schwarz/metall","13.20%","25.75%","B00400OMU0","De'Longhi Magnifica S ECAM 22.110.B Kaffeevollautomat (Direktwahltasten und Drehregler, Milchaufschäumdüse, Kegelmahlwerk 13 Stufen, Herausnehmbare Brühgruppe, 2-Tassen-Funktion) schwarz","11.94%","3.61%","B005FQJUI2","Melitta 100801 Optima Timer Kaffeefiltermaschine - schwarz/Edelstahl","8.16%","8.93%"
"Amazon.de","rituals",21,"B0756BP6QJ","Rituals Sakura - Relaxing Treat 2017 Geschenkset, S","15.19%","13.39%","B0756BTTBS","Rituals Sakura - Relaxing Ritual 2017 Geschenkset, M","10.62%","10.02%","B01CP39DNY","RITUALS Cosmetics Sakura Foaming Shower Gel, 200 ml","8.78%","13.03%"
"Amazon.de","kaffeevollautomat",22,"B00400OMU0","De'Longhi Magnifica S ECAM 22.110.B Kaffeevollautomat (Direktwahltasten und Drehregler, Milchaufschäumdüse, Kegelmahlwerk 13 Stufen, Herausnehmbare Brühgruppe, 2-Tassen-Funktion) schwarz","28.77%","46.76%","B00INSX904","Krups EA8108 Kaffeevollautomat (1450 Watt, 1,8 Liter, 15 bar, CappuccinoPlus-Düse, Dampfdüse) schwarz","10.81%","15.68%","B002OHDBLW","De'Longhi ECAM 23.420.SB Kaffeevollautomat (1450 Watt, Digitaldisplay, Profi-Aufschäumdüse, Kegelmahlwerk 13 Stufen, Herausnehmbare Brühgruppe, 2-Tassen-Funktion) silber/schwarz","6.85%","6.38%"
"Amazon.de","philips hue",23,"B01LZ8QYPI","Philips Hue White & Color Ambiance E27 LED Lampe Starter Set, drei Lampen 3. Generation inkl. Bridge, dimmbar, bis zu 16 Millionen Farben, steuerbar via App, kompatibel mit Amazon Alexa (Echo, Echo Dot)","14.25%","15.98%","B0148NMVQA","Philips 7190155PH EEK A Hue LightStrip+ Basis Set(ohne Bridge), flexibel erweiterbar, dimmbar, bis zu 16 Millionen Farben, steuerbar via App, kompatibel mit Amazon Alexa (Echo, Echo Dot), 2m, mehrfarbig","13.50%","14.85%","B0748MY3S8","Philips Hue White E27 LED Lampe Doppelpack, dimmbar, warmweißes Licht, steuerbar via App, kompatibel mit Amazon Alexa (Echo, Echo Dot)","7.55%","11.51%"
"Amazon.de","tiptoi",24,"B00V8K81AM","Ravensburger 00507 - Tiptoi Starter-Set mit Stift und Buch","13.78%","9.12%",3473418080,"tiptoi® Merken und Konzentrieren (tiptoi® Mein Lern-Spiel-Abenteuer)","11.54%","11.74%","B00V8KFAHY","Ravensburger 00700 - Tiptoi Stift mit Player","10.01%","7.22%"
"Amazon.de","einhorn",25,"362517944X","Das große Einhorn-Fanbuch: Basteln, Backen, Beauty & mehr","21.49%","26.46%",3848517752,"Sei immer du selbst. Außer du kannst ein Einhorn sein. Dann sei ein Einhorn 2018: Mini-Monatskalender","10.57%","17.90%","B00IYOKAXQ","Haba 300123 - Einhorn Glitzerglück, Würfelspiel","4.82%","3.84%"
"Amazon.de","nerf",26,"B01MXLMEAP","Hasbro Nerf B9837EU4 - N-Strike Elite Disruptor, Spielzeugblaster","14.98%","25.70%","B01BP6GPV0","Hasbro Nerf B5573EU4 - N-Strike Elite Hyper-Fire Blaster, Spielzeugblaster","8.49%","8.50%","B01D4GA4AM","Hasbro Nerf 98696EU4 - N-Strike Elite Retaliator, Spielzeugblaster","8.15%","9.77%"
"Amazon.de","samsung",27,"B01CT6Q628","Samsung Galaxy J3 DUOS Smartphone (12,63 cm (5 Zoll) HD Super-AMOLED-Touchscreen, 8 GB, Android 5.1 Lollipop) schwarz","16.78%","26.66%","B06XJ49G5B","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) midnight black","11.89%","4.33%","B01N6M3K34","Samsung Galaxy A5 (2017) Smartphone ( 13,22 cm(5,2 Zoll) Touch-Display, 32 GB Speicher, Android 6.0) schwarz","10.46%","7.71%"
"Amazon.de","lego friends",28,"B06W2KC5R5","LEGO Friends 41324 - Skilift im Wintersportort","8.99%","10.36%","B06WLL3SMJ","Lego Friends 41323 - Chalet im Wintersportort","8.17%","7.54%","B01AC19ZXO","Lego 41126 Friends Heartlake Reiterhof","6.63%","6.58%"
"Amazon.de","geschenke für männer",29,"B000I4FCEM","Philippi Malo Stresskiller 264 001","17.68%","17.69%",3868837124,"Was ich an dir liebe: Eine originelle Liebeserklärung zum Ausfüllen und Verschenken","17.53%","19.73%",3864051169,"Das ultimative Männer-Kochbuch: Schritt für Schritt - Fotokochbuch","7.61%","6.71%"
"Amazon.de","popsocket",30,"B01DNRMTA0","PopSockets: Ausziehbarer Sockel und Griff für Smartphones und Tablets - Blush","19.26%","19.37%","B00UY1YTGG","PopSockets: Ausziehbarer Sockel und Griff für Smartphones und Tablets - Black","10.86%","11.29%","B01LYV2HE8","PopSockets: Ausziehbarer Sockel und Griff für Smartphones und Tablets - White Hear Black","9.62%","9.06%"
"Amazon.de","fernseher",31,"B075N7VBTR","Techwood H32T11A 81 cm (32 Zoll) Fernseher (HD Ready, Triple Tuner)","13.96%","15.47%","B06XGS3Q4Y","Samsung MU6179 138 cm (55 Zoll) Fernseher (Ultra HD, HDR, Triple Tuner, Smart TV)","7.74%","3.42%","B06X3TCL1R","Thomson 22FC3116 56 cm (22 Zoll) Fernseher (Full HD, Triple-Tuner)","6.32%","12.77%"
"Amazon.de","xbox one spiele",32,"B0773TT7QW","PLAYERUNKNOWN‘S BATTLEGROUNDS - Game Preview Edition [Code in The Box] - [Xbox One]","7.75%","5.67%","B0753KMNRW","Biomutant - Standard Edition - [Xbox One]","6.46%","3.33%","B0721K281V","Super Lucky’s Tale - [Xbox One]","6.20%","7.62%"
"Amazon.de","lego duplo",33,"B01J41D4IA","Lego duplo 10848 - Meine ersten Bausteine","13.76%","15.91%","B013GY7GQ2","Lego 10816 Duplo Meine ersten Fahrzeuge, Spielzeug für zwei Jährige","8.58%","11.93%","B01J41DAZW","Lego 10835 Duplo Familienhaus, Spielzeug für drei Jährige","6.85%","4.95%"
"Amazon.de","feuerwehrmann sam",34,"B017WSV2DG","Simba 109257661 - Feuerwehrmann Sam Jupiter Feuerwehrauto mit 2 Figuren 28cm","15.85%","11.38%","384991335X","Feuerwehrmann Sam Magnet-Spiel-Buch: Lernspaß mit 16 Magneten","10.86%","11.43%","B017WSLJ02","Simba 109257656 - Feuerwehrmann Sam Feuerwehrauto Venus mit Figur und Originalsound","8.94%","10.81%"
"Amazon.de","handy",35,"B00W1KSGFI","Huawei P8 lite Dual-SIM Smartphone (5 Zoll (12,7 cm) Touch-Display, 16 GB Speicher, Android 5.0) weiß","11.38%","6.70%","B01CT6Q628","Samsung Galaxy J3 DUOS Smartphone (12,63 cm (5 Zoll) HD Super-AMOLED-Touchscreen, 8 GB, Android 5.1 Lollipop) schwarz","10.87%","11.45%","B01MU9R2EN","Huawei P8 Lite 2017 Smartphone (13.2 cm (5.2 Zoll) Full-HD Touchscreen, 16 GB, Android 7.0) black","10.78%","7.77%"
"Amazon.de","barbie",36,"B01K7JC9CK","Mattel Barbie DVV48 - 2-Etagen Ferienhaus und Puppe, Ankleidepuppen-Zubehör","12.38%","12.97%","B014DEHUU6","Mattel Barbie DHC39 - Dreamtopia Bonbon Königreich 3-in-1 Fantasie Barbie Puppe","9.03%","12.97%","B015CCR6UC","Mattel Barbie DJR55 - Glam Cabrio und Puppe","4.44%","5.73%"
"Amazon.de","bluetooth kopfhoerer",37,"B01M6WNWR6","JBL T450BT Kabelloser On-Ear Bluetooth Kopfhörer mit Integrierter Musiksteuerung und Mikrofon Kompatibel mit Apple und Android Geräten -Schwarz","36.40%","29.74%","B0756BRVXJ","Anker Bluetooth Kopfhörer SoundBuds Flow in Ear magnetisches Headset, mit Wasserschutzklasse IPX5/7-Stunden-Spielzeit/Mikrofon, federleicht für iPhone, iPad, Samsung, Nexus, HTC und mehr","13.50%","26.29%","B00U5WV250","Sony MDRZX330BT Kopfhörer mit Bluetooth und NFC schwarz","5.95%","5.49%"
"Amazon.de","lego city",38,"B06WD3SGC5","LEGO City 60169 - Frachtterminal","8.34%","5.08%","B06W2KC1QQ","LEGO City 60159 - Mission mit dem Dschungel-Halbkettenfahrzeug","5.86%","8.09%","B01J41G4SC","Lego 60139 City Mobile Einsatzzentrale, Bausteinspielzeug","5.54%","5.16%"
"Amazon.de","notebook",39,"B0769NXR9R","Lenovo IdeaPad 120S 29,5 cm (11,6 Zoll HD TN Antiglare) Slim Notebook (N3350 Dual-Core, 4 GB RAM, 64 GB eMMC, Intel HD Grafik 500, Windows 10 Home) pink","11.62%","8.52%","B073D15ZQ2","Lenovo IdeaPad 320S 35,6 cm (14,0 Zoll HD Anti-Glare) Slim Notebook (Intel Pentium 4415U Dual-Core, 4 GB RAM, 1 TB HDD, Intel HD Graphics 610, Windows 10) grau (mineral grey)","10.98%","8.20%","B01F94XBZ2","Lenovo Miix 310 25,65 cm (10,1 Zoll HD) Tablet PC (Intel Atom x5-Z8350 Quad-Core Prozessor, 4GB RAM, 64GB eMMC, Intel HD Grafik, Touchscreen, Windows 10) silber inkl. AccuType QWERTZ  Tastatur","9.05%","9.51%"
"Amazon.de","lego ninjago",40,"B06VVH7YY1","LEGO Ninjago 70608 - Meister Wu's Wasser-Fall","16.71%","23.34%","B06WGPS94M","LEGO Ninjago 70612 - Mech-Drache des Grünen Ninja","8.33%","8.86%","B06WLL3TQY","LEGO Ninjago 70609 - Mantarochen-Flieger","7.82%","8.89%"
"Amazon.de","soundbar",41,"B0117RGXC8","Bose ® Solo 5 TV Sound System schwarz","24.14%","18.34%","B075S5441L","LG SH4D 2.1 Soundbar (300 Watt, drahtloser Subwoofer mit optical Anschluss) schwarz","17.32%","24.37%","B06XCTNZ6Y","Samsung HW-M450/EN Soundbar (320W, Bluetooth, Surround-Sound-Expansion) schwarz","13.63%","18.82%"
"Amazon.de","smartphone",42,"B01MU9R2EN","Huawei P8 Lite 2017 Smartphone (13.2 cm (5.2 Zoll) Full-HD Touchscreen, 16 GB, Android 7.0) black","16.23%","16.65%","B01CT6Q628","Samsung Galaxy J3 DUOS Smartphone (12,63 cm (5 Zoll) HD Super-AMOLED-Touchscreen, 8 GB, Android 5.1 Lollipop) schwarz","5.65%","8.23%","B01J6DKKG0","LG X Power Smartphone (13,5 cm (5,3 Zoll) Display, 16 GB Speicher, Android 6.0) titan","5.54%","7.48%"
"Amazon.de","ps4 controller",43,"B01GVQUX3U","PlayStation 4 - DualShock 4 Wireless Controller, schwarz (2016)","35.11%","49.15%","B01NBKW254","Nacon Revolution Pro PlayStation 4 Controller (PS4)","7.94%","2.12%","B01MQTRR0D","PlayStation 4 - DualShock 4 Wireless Controller, camouflage (2016)","7.48%","5.49%"
"Amazon.de","switch",44,"B01N5OPMJW","Nintendo Switch Konsole Neon-Rot/Neon-Blau","44.84%","21.68%","B01M6ZGICT","Nintendo Switch Konsole Grau","10.09%","9.42%","B000FNFSPY","TP-Link TL-SF1005D Netzwerk Switch (5x 10/100MBit/s RJ45 ports) weiß","6.97%","23.52%"
"Amazon.de","baby born",45,"B01EAANJTE","Zapf Creation 822005 - BABY Born Interactive, Puppe","28.35%","23.08%","B0009UZ902","Simba 105039005 - New Born Baby, Funktions-Baby-Puppe (trinkt/näßt), inklusive Zubehör, 43 cm","10.57%","13.59%","B01EJKM68A","Zapf Creation 820704 - BABY Born Interactive Sister","6.32%","4.00%"
"Amazon.de","bose",46,"B0117RGGDE","Bose SoundTouch 10 kabelloses Music System schwarz","14.35%","15.72%","B06XPFYG3D","Bose ® SoundLink Revolve Bluetooth Lautsprecher schwarz","13.34%","21.93%","B0117RGXC8","Bose ® Solo 5 TV Sound System schwarz","8.07%","6.21%"
"Amazon.de","harry potter",47,"B01K1EHAC0","Harry Potter - The Complete Collection [8 DVDs]","28.60%","38.33%","B01M4N6KAS","Harry Potter - The Complete Collection [Blu-ray]","9.20%","10.08%",3551559007,"Harry Potter und das verwunschene Kind. Teil eins und zwei (Special Rehearsal Edition Script)","7.17%","5.72%"
"Amazon.de","makita",48,"B0042CWWS0","Makita B-43044 Bohrer Bit Set 66tlg. im MAKPAC","17.13%","18.00%","B00N4VTTR2","Makita Akku-Schlagbohrschrauber 18 V / 1,5 Ah inklusive Akku-Lampe, DHP453RYLJ","7.32%","7.02%","B01M04HJ7B","Makita 18 V LXT Li-ion Cordless Drywall Cutter Bare Unit, 1 Stück, DSD180Z","6.18%","2.11%"
"Amazon.de","monopoly",49,"B00AZBUKD6","Hasbro Spiele 00009398 - Monopoly Classic, Familienspiel","27.40%","33.45%","B01IO5ANJ0","Hasbro B6677100 - Monopoly Banking Ultra, Familienspiel","15.70%","16.92%","B0746Q6YCK","Hasbro Monopoly C1009100 - Monopoly Classic, Familienspiel","9.32%","13.41%"
"Amazon.de","monitor",50,"B01DMDKZTC","Samsung LC24F396FHUXEN 59,8 cm (23,5 Zoll) Curved LCD Monitor (HDMI, 15pin D-Sub, 4 ms Reaktionszeit, 1920 x 1080) schwarz-glänzend","19.29%","14.62%","B074L3DLZF","BenQ GW2470HE 60,45 cm (23,8 Zoll) Monitor (1920x1080 Full HD, 2x HDMI, 4ms Reaktionszeit) schwarz","10.18%","13.97%","B005OPLG0O","BenQ GL2450HM 61 cm (24 Zoll) Monitor (VGA, DVID, HDMI, 2ms Reaktionszeit) schwarz [Energieklasse B]","7.86%","9.31%"
"Amazon.de","samsung galaxy s8",51,"B06XJ49G5B","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) midnight black","60.41%","63.41%","B06XJ65K58","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) arctic silver","11.24%","12.43%","B06XHRDF78","Samsung Galaxy S8 Smartphone (5,8 Zoll (14,7 cm) Touch-Display, 64GB interner Speicher, Android OS) orchid grey","8.52%","9.09%"
"Amazon.de","staubsauger",52,"B01MTF06KN","Philips beutelloser Staubsauger PowerPro Compact (AAA-Energie-Label, 650 W, 1,5 L Staubvolumen, integrierte Bürste, weiß) FC9332/09","23.64%","26.61%","B00NTR1PTG","Siemens VS06B1110 Bodenstaubsauger synchropower mit Beutel (700 W, EEK B, highPower Motor, powerSecure System) moonlight blue","15.29%","20.83%","B074WDMPYG","Bosch MoveOn Mini BGL25A100 Bodenstaubsauger (600 W, 3,5l Staubbeutelvolumen, 8m Aktionsradius) aqua pastel","7.77%","9.45%"
"Amazon.de","iphone 7",53,"B01LSUYWO0","Apple iPhone 7 Smartphone (11,9 cm (4,7 Zoll), 32GB interner Speicher, iOS 10) matt-schwarz","53.86%","59.45%","B01LSUYTJI","Apple iPhone 7 Smartphone (11,9 cm (4,7 Zoll), 128GB interner Speicher, iOS 10) matt schwarz","10.30%","7.88%","B01LSUZ8KW","Apple iPhone 7 Smartphone (11,9 cm (4,7 Zoll), 32GB interner Speicher, iOS 10) rose-gold","10.14%","9.58%"
"Amazon.de","puzzle",54,"B00HFR4M8C","Ravensburger 19371 - 99 Beautiful Places on Earth Puzzle","12.54%","10.95%","B00QVB6MLS","Schmidt Spiele Puzzle 59467 - Thomas Kinkade, Im Naturparadies, 1000 Teile","8.62%","7.09%","B01D24PK96","Ravensburger 17826 - Unvergessliche Disney Momente, 40320 Teile Puzzle","6.67%","1.77%"
"Amazon.de","xbox one",55,"B016ZLYVKM","Xbox One 500 GB Konsole 2015","19.26%","6.94%","B01M5G69L9","Xbox One S 500GB Konsole","16.85%","17.61%","B06Y36MK86","Xbox One X 1TB Konsole","10.10%","4.76%"
"Amazon.de","game of thrones",56,"B0743CZ46S","Game of Thrones: Die komplette 7. Staffel [4 DVDs]","20.01%","24.41%","B00BPU7FFW","Game of Thrones - Die komplette erste Staffel [5 DVDs]","15.09%","17.52%","B0743DGBT8","Game of Thrones: Die komplette 7. Staffel [Blu-ray]","8.82%","9.93%"
"Amazon.de","waschmaschine",57,"B01BPFJFU4","Siemens WM14N120 iQ300 Waschmaschine FL / A+++ / 157 kWh/Jahr / 1390 UpM / 7 kg / Weiß / Spezialprogramm für Sport- und Outdoor-Bekleidung / Imprägnier-Programm / Nachlegefunktion","23.84%","26.31%","B072C8VRVT","AEG LAVAMAT L6FB50470 Waschmaschine / A+++ / 1400 UpM / Mengenautomatik / Startzeitvorwahl / weiß / Frontlader","7.77%","5.75%","B00D8DLBC2","Bauknecht WA PLUS 744 A+++ Waschmaschine Frontlader / A+++ B / 1400 UpM / 7 kg / Weiß / Smart Select / Jeans Programm","7.16%","12.84%"
"Amazon.de","iphone 7 hülle",58,"B01J1L5N3M","mumbi UltraSlim Hülle für iPhone 8 / iPhone 7 Schutzhülle transparent (Ultra Slim - 0.55 mm)","53.60%","24.12%","B01J1L5P6C","mumbi Schutzhülle für iPhone 8 / iPhone 7 Hülle","23.09%","16.12%","B01L01QPI8","CREED iPhone 8 / 7 Ghost GLASS EDITION (inkl. iPhone 7 Panzerglas / iPhone 8 / 7 Panzerfolie) Schutzhülle für iPhone 8 / 7 Hülle - Schutzhuelle - flexibles Smartphone-Case – inkl. maßgefertigtem Display-Schutz aus Glas [Screen Protector] iPhone 8 / 7 Schutzhülle transparent [Crystal Clear] CR01020","4.66%","0.55%"
"Amazon.de","mikrowelle",59,"B00BRH5B6I","Samsung MS23F301EASEG Mikrowelle / 23 L / 800 W / Schwarz / Silber / Premium Select Line elektronische Steuerung","28.66%","25.25%","B01EM4YXDO","Severin MW 7890 Mikrowelle / 700 Watt / 20 L Garraum / Schnell und einfach Ideal zum Erwärmen / Garen und Auftauen / Weiß","9.64%","14.61%","B007TVJSY2","Sharp Electronics R242BKW Mikrowelle / 800W / Auto-MinutenStart / Kurzzeitmesser 8 Gar- und Auftau-Automatik-Programme / Garraumbeleuchtung","8.02%","10.03%"
"Amazon.de","iphone 6",60,"B01L9KX5RY","Apple iPhone 6 Space Grau 16GB SIM-Free Smartphone (Zertifiziert und Generalüberholt)","32.13%","30.07%","B01L9KX7VI","Apple iPhone 6 Space Grau 64GB SIM-Free Smartphone (Zertifiziert und Generalüberholt)","17.24%","22.64%","B00NGOCJ74","Apple iPhone 6 Smartphone (4,7 Zoll (11,9 cm) Touch-Display, 16 GB Speicher, iOS 8) grau","7.82%","10.35%"
"Amazon.de","whisky",61,"B00CEZ2HDC","Dalwhinnie 15 Jahre Highland Single Malt Scotch Whisky (1 x 0.7 l)","11.70%","15.47%","B004NDJK24","Cooley's Irish Whiskey Miniaturen-Set (4 x 0.05 l)","8.98%","8.68%","B00FYPZK2Y","Pràban na Linne Whisky Probier- und Geschenkset (5 x 0.05 l)","8.31%","5.99%"
"Amazon.de","echo",62,"B06ZXQV6P8","Das neue Amazon Echo (2. Generation), Anthrazit Stoff","35.88%","36.78%","B01DFKBG54","Amazon Echo Dot (2. Generation), Schwarz","27.58%","33.51%","B0749ZSPP6","Das neue Amazon Echo (2. Generation), Hellgrau Stoff","8.11%","9.75%"
